sample_id,bile_acids,scfa,tryptophan_metabolism
S49,0.42114334,0.37507236,0.60252530
S50,0.39400825,0.41059048,0.41889209
S51,0.49896706,0.52004404,0.33334533
S52,0.69754939,0.25709406,0.71500458
S53,0.59361631,0.28647946,0.40168081
S54,0.74707147,0.41760182,0.67505572
S55,0.51587201,0.28716611,0.56907875
S56,0.79389094,0.51540053,0.61437877
S57,0.41998288,0.53048766,0.48940524
S58,0.63877431,0.38017329,0.60271389
S59,0.55976256,0.42418838,0.77339446
S60,0.74732866,0.27091437,0.51066329
S61,0.85700638,0.55026440,0.53855540
S62,0.87442907,0.43852593,0.42280449
S63,0.50472585,0.56996901,0.50031131
S64,0.56423840,0.71715824,0.62268090
S65,0.55845378,0.29048970,0.34558892
S66,0.74433502,0.24470565,0.94101688
S67,0.46496281,0.57950274,0.53920432
S68,0.58679666,0.23333900,0.70351301
S69,0.45978278,0.64611371,0.33423194
S70,0.58711753,0.30608756,0.71246394
S71,0.42246503,0.51651964,0.48107041
S72,0.46055352,0.56661478,0.46512255
S73,0.91678563,0.21360843,0.54961927
S74,0.58950931,0.17939171,0.60673778
S75,0.53690390,0.37202716,0.59397816
S76,0.53614541,0.55801466,0.52381360
S77,0.48055490,0.71100404,0.46720217
S78,0.78461888,0.19580690,0.49876940
S79,0.52452922,0.41207704,0.54537516
S80,0.20998539,0.53611877,0.57788934
S81,0.58349022,0.49416759,0.64180038
S82,0.69883920,0.36274279,0.58334694
S83,0.69700338,0.46289420,0.46917675
S84,0.25513265,0.70176570,0.30193327
S85,0.71188390,0.54448959,0.63798098
S86,0.69880166,0.76069013,0.28200911
S87,0.75184780,0.42011448,0.54027603
S88,0.72673806,0.12927347,0.69925078
S89,0.55769591,0.49260382,0.53041173
S90,0.50710064,0.49261566,0.46820545
S91,0.49484791,0.73061461,0.55218184
S92,0.71861911,0.42184747,0.75777015
S93,0.86879755,0.04740060,0.54189392
S94,0.67036797,0.67130369,0.65119652
S95,0.64133803,0.42147055,0.55666112
S96,0.71851475,0.50455679,0.69368927
S97,0.51228078,0.43871894,0.67529683
S98,0.55694008,0.65772464,0.51306205
S99,0.56401950,0.40052333,0.61306076
S100,0.55530543,0.49065398,0.49945399
S101,0.64925435,0.45623692,0.53967126
S102,0.83149367,0.59036221,0.50694687
S103,0.81631031,0.33899040,0.82281278
S104,0.63886963,0.61251430,0.46527087
S105,0.61254134,0.36583494,0.72871972
S106,0.42030302,0.40257717,0.31545502
S107,0.33100449,0.75479716,0.45947540
S108,1.00000000,0.23046437,0.73793941
S109,0.63052694,0.76024618,0.54894805
S110,0.57216367,0.90630426,0.53066932
S111,0.69304904,0.70617692,0.50996852
S112,0.97263831,0.19213325,0.72167355
S113,0.67782021,0.37901687,0.55718504
S114,0.71204212,0.53794056,0.36994012
S115,0.64033673,0.20699102,0.86482199
S116,0.52504054,0.76379580,0.41101297
S117,0.97392173,0.55081394,0.83045972
S118,0.66934690,0.26222952,0.35605535
S119,0.48023195,0.37537474,0.70472959
S120,0.53207313,0.65922580,0.19910460
S121,0.69956370,0.61195314,0.33528177
S122,0.65196847,0.38690398,0.43799481
S123,0.64541774,0.30822094,0.73207717
S124,0.63423485,0.24126982,0.52568658
S125,0.48790302,0.55244986,0.43814659
S126,0.61268336,0.53112087,0.35458529
S127,0.70450057,0.24103425,0.68666849
S128,0.61507244,0.48123707,0.33345538
S129,0.64955932,0.49704180,0.51364639
S130,0.87020397,0.61196421,0.63959591
S131,0.80225967,0.33422948,0.34186152
S132,0.63171442,0.73775911,0.25827122
S133,0.74896809,0.29955354,0.60553440
S134,0.80812749,0.46106222,0.53951146
S135,0.46264795,0.47961361,0.54654935
S136,0.77480613,0.38811323,0.60647986
S137,0.76557502,0.43035438,0.49000594
S138,0.67849312,0.35028337,1.00000000
S139,0.62854897,0.65568929,0.36728559
S140,0.71425382,0.34902767,0.39564918
S141,0.84430054,0.23321376,0.67856425
S142,0.72137915,0.16774590,0.58638048
S143,0.59617304,0.37144831,0.58988717
S144,0.62472359,0.57826515,0.65888013
S145,0.77075480,0.79664626,0.43089473
S146,0.74861124,0.32741691,0.49886415
S147,0.51495695,0.43021433,0.67232194
S148,0.61145191,0.54630663,0.36897470
S149,0.43858812,0.40372444,0.41906223
S150,0.60959709,0.86181951,0.58245487
S151,0.63471469,0.57205618,0.22805736
S152,0.86896736,0.41497106,0.83227845
S153,0.55539888,0.56144979,0.52877061
S154,0.25727778,0.73129869,0.29512340
S155,0.76355663,0.30598801,0.68563522
S156,0.84428772,0.48360121,0.80562629
S157,0.56993105,0.58172299,0.65564260
S158,0.72642085,0.45995232,0.60274259
S159,0.55658062,0.46815549,0.62189605
S160,0.84412719,0.46110028,0.76007300
S161,0.77831034,0.22160481,0.65262995
S162,0.80275121,0.70732284,0.47727342
S163,0.70445366,0.29150174,0.76258755
S164,0.82931345,0.43359788,0.87122298
S165,0.39545852,0.67034461,0.54570559
S166,0.71310481,0.28964751,0.61900641
S167,0.73688517,0.54604721,0.50808020
S168,0.45791408,0.57976368,0.59407135
S169,0.73788586,0.39772288,0.47930700
S170,0.50286467,0.48899246,0.70329746
S171,0.31056603,0.81876632,0.22304831
S172,0.90473282,0.22316473,0.91161313
S173,1.00000000,0.42664369,0.60819861
S174,0.63615714,0.52727746,0.39048985
S175,0.43484228,0.80740644,0.63136277
S176,0.28762911,0.53830149,0.30360936
S177,0.52370526,0.33441968,0.43842336
S178,0.57614290,0.64120919,0.54247662
S179,0.49953376,0.42980106,0.49516068
S180,0.89412907,0.37616511,0.97761493
S181,0.52315376,0.61062111,0.76343421
S182,0.41567894,0.70976679,0.47285580
S183,0.61482500,0.88479708,0.44509463
S184,0.47838878,0.52935504,0.70068735
S185,0.92614790,0.49794751,0.80136852
S186,0.87137897,0.35453834,0.91180801
S187,0.44271107,0.48335546,0.64367729
S188,0.28879626,0.73348592,0.60169318
S189,0.53220492,0.30024347,0.48138737
S190,0.23906429,0.47011268,0.61403051
S191,0.77120704,0.29752166,0.47806441
S192,0.47733369,0.67667468,0.41989318
S193,0.62959932,0.33674276,0.32734979
S194,0.59475689,0.55091743,0.66479071
S195,0.48007523,0.83730759,0.87755356
S196,0.43383692,0.61662996,0.58308056
S197,0.68493548,0.39161264,0.57733841
S198,0.46620086,0.61748910,0.88699962
S199,0.13540510,0.56818144,0.47704543
S200,0.55862186,0.48893294,0.65805340
S201,0.55629821,0.45115703,0.64255711
S202,0.33982732,0.80858825,0.49896748
S203,0.65595467,0.59733214,0.46221847
S204,0.57487330,0.23242365,0.39701208
S205,0.56816267,0.54715654,0.37262797
S206,0.55417207,0.70820981,0.34703303
S207,0.50666391,0.57344696,0.66093882
S208,0.74692373,0.49841521,0.66550040
S209,0.67621080,0.72703037,0.76355556
S210,0.63861790,0.44200171,0.41784063
S211,0.57312573,0.52624955,0.40806044
S212,0.39960446,0.60990843,0.43552634
S213,0.47707337,0.37417252,0.48120595
S214,0.54580606,0.30797505,0.48547827
S215,0.98120292,0.39308258,0.47323775
S216,0.25219769,0.96922097,0.49600957
S217,0.84950563,0.29927357,0.81767197
S218,0.53991904,0.47927207,0.49401303
S219,0.87725959,0.26437949,0.68068234
S220,0.44632155,0.42026363,0.69152709
S221,0.71318365,0.52292940,0.84979416
S222,0.65004455,0.55776226,0.10281328
S223,0.47376213,0.47394361,0.54679057
S224,0.68299533,0.25199358,0.60393834
S225,0.54477241,0.45031879,0.61019418
S226,0.70743067,0.68212613,0.48762356
S227,0.41232490,0.43478406,0.64130971
S228,0.59751594,0.58791926,0.42239122
S229,0.91673926,0.00000000,0.58405641
S230,0.27881051,0.30599818,0.07750232
S231,0.77154957,0.69881918,0.42188003
S232,0.49729914,0.67015408,0.42313669
S233,0.54384486,0.66455538,0.68458009
S234,0.44073323,0.32816145,0.52478423
S235,0.35121670,0.66050608,0.62746461
S236,0.37240456,0.62513625,0.75156360
S237,0.81462798,0.36598109,0.68780069
S238,0.66939451,0.51259588,0.59496345
S239,0.44606602,0.67616981,0.65100012
S240,0.34057024,0.58159979,0.46370188
S241,0.56851417,0.45720159,0.44265782
S242,0.75657960,0.44188302,0.55462804
S243,0.50990359,0.36163937,0.53330401
S244,0.82180914,0.40882033,0.49083892
S245,0.50060293,0.66160867,0.45410626
S246,0.44855023,0.47655707,0.47160895
S247,0.43829124,0.87871634,0.54567400
S248,0.33295983,0.73164321,0.56817467
S249,0.69888849,0.23373459,0.69095484
S250,0.80470502,0.18917780,0.50135030
S251,0.20658779,0.60524918,0.34971277
S252,0.88850158,0.25287561,0.72618248
S253,0.64207861,0.55842723,0.57319029
S254,0.30897562,0.56696334,0.30005408
S255,0.79241787,0.40441775,0.63854743
S256,0.38890475,0.72676998,0.61366610
S257,0.32569808,0.59922221,0.24266671
S258,0.91269111,0.27734399,0.85280014
S259,0.54238995,0.70850919,0.54502484
S260,0.57181588,0.46782323,0.49939153
S261,0.81880573,0.22794930,0.54514605
S262,0.52064203,0.78550882,0.39736550
S263,0.42121752,0.34358571,0.50270080
S264,0.52176369,0.65723854,0.44760970
S265,0.67863584,0.42184540,0.74264539
S266,0.55718225,0.67520856,0.36463480
S267,0.68012322,0.54757594,0.44453773
S268,0.64411263,0.30005073,0.39734979
S269,0.87565198,0.46519795,0.73464667
S270,0.74886879,0.47228542,0.35983031
S271,0.55196427,0.34357238,0.45575931
S272,0.55660966,0.78624415,0.68580075
S273,0.59511807,0.61341281,0.23619439
S274,0.69119925,0.21993000,0.65769342
S275,0.66069183,0.46196758,0.20242309
S276,0.74425657,0.26763425,0.60108030
S277,0.45157344,0.84769410,0.52494078
S278,0.61291913,0.74290587,0.69943584
S279,0.67786929,0.52206959,0.59994366
S280,0.85174287,0.39384761,0.37260014
S281,0.60166237,0.40217462,0.15587073
S282,0.83748853,0.20298091,0.84844473
S283,0.96700224,0.37546707,0.83786743
S284,0.71512442,0.28169306,0.57581928
S285,0.49564402,0.58161811,0.45519557
S286,0.34669967,0.75938068,0.48964918
S287,0.53860263,0.51484564,0.51982467
S288,0.42495828,0.84010282,0.65613442
S289,0.53626721,0.28970177,0.76421525
S290,0.60185786,0.54627821,0.73064558
S291,0.29766869,0.83063461,0.62479025
S292,0.64315253,0.49661061,0.50460151
S293,0.50336309,0.70510238,0.78088899
S294,0.38930655,0.59850662,0.38876971
S295,0.58850961,0.52246208,0.40448561
S296,0.66756076,0.47601280,0.73164883
S297,0.58274840,0.73627151,0.54501432
S298,0.69676228,0.70553235,0.39063391
S299,0.52573245,0.35464521,0.76408268
S300,0.81145899,0.51309759,0.37999608
S301,0.54042384,0.48136607,0.38957580
S302,0.61134840,0.49955336,0.48166457
S303,0.60536612,0.37930960,0.73028005
S304,0.60454285,0.77330302,0.49230053
S305,0.57346507,0.56033528,0.72135516
S306,0.58572964,0.43731119,0.57981469
S307,0.72922959,0.33272429,0.67840496
S308,0.61839803,0.30980115,0.32773828
S309,0.73266504,0.49827909,0.39981534
S310,0.80899010,0.46606401,0.89309391
S311,0.45043808,0.74837380,0.56920269
S312,0.80762448,0.25954526,0.93129009
S313,0.54221679,0.66700584,0.35064096
S314,0.42099161,0.71545256,0.69861212
S315,0.79982806,0.28859901,0.73850818
S316,0.58828472,0.44173094,0.90851898
S317,0.34763499,0.49030499,0.61769584
S318,0.75131503,0.46443015,0.54009591
S319,0.82142200,0.63492437,0.57292625
S320,0.62338062,0.38098264,0.64305874
S321,0.48749125,0.48864659,0.39166775
S322,0.89177850,0.35042961,0.74020787
S323,0.72465668,0.18445378,0.63677347
S324,0.69846804,0.19739449,0.45969594
S325,0.65243253,0.58307039,0.54753004
S326,0.79565053,0.46377963,0.69711428
S327,0.92278976,0.28542812,0.66127390
S328,0.39280739,0.57502039,0.63495128
S329,0.54783293,0.46892983,0.61858367
S330,0.59803667,0.58431042,0.61607325
S331,0.46965633,0.28106350,0.58223916
S332,0.81697894,0.31141303,0.73268669
S333,0.61057331,0.70126051,0.59186482
S334,0.87635385,0.18855550,0.61734189
S335,0.65217661,0.46036609,0.82996673
S336,0.68538816,0.20682865,0.72729490
S337,0.33344615,0.78074333,0.42747926
S338,0.54058861,0.54789157,0.54730534
S339,0.63516916,0.14291603,0.77136130
S340,0.71346483,0.50304781,0.44110532
S341,0.83923992,0.20444265,0.73415474
S342,0.31231478,0.42158567,0.61623639
S343,0.32610198,0.89134067,0.27785129
S344,0.28242071,0.61409530,0.55032362
S345,0.39901588,0.70369508,0.32016118
S346,0.43060547,0.32495175,0.42905653
S347,0.80583648,0.64442694,0.36744932
S348,0.63555517,0.46657647,0.37616405
S349,0.61203822,0.65744940,0.36895799
S350,0.54350828,0.68963558,0.50448699
S351,0.65686054,0.53044893,0.43375024
S352,0.38730754,0.39010482,0.47991371
S353,0.43207641,0.38423295,0.45802613
S354,0.73819569,0.25084695,0.44802087
S355,0.28100957,0.67265928,0.29571656
S356,0.80062032,0.53785363,0.77518192
S357,0.48747309,0.43904008,0.49699906
S358,0.58548101,0.28979017,0.51326195
S359,0.48588854,0.08611487,0.78261862
S360,0.46807975,0.49939962,0.55508490
S361,0.95122298,0.34864114,0.74104889
S362,0.33225118,0.68266790,0.50166102
S363,0.77685590,0.18151353,0.76476293
S364,0.83771002,0.52221866,0.46002671
S365,0.58115830,0.69907786,0.39376051
S366,0.49622729,0.35917301,0.36995639
S367,0.92468485,0.37109743,0.48981732
S368,0.61794612,0.47307012,0.65732536
S369,0.55996403,0.68125762,0.51174888
S370,0.39864737,0.41143989,0.61377920
S371,0.30639384,0.63778413,0.55374065
S372,0.66060611,0.76056932,0.40816777
S373,0.66811038,0.41859499,0.31686214
S374,0.52595919,0.35859288,0.66125972
S375,0.64000147,0.74249114,0.46991661
S376,0.29055309,0.78535301,0.39852255
S377,0.52225243,0.79340176,0.43701778
S378,0.59752296,0.40867405,0.53056575
S379,0.65249134,0.52429088,0.52033375
S380,0.56794592,0.45167347,0.51346935
S381,0.38430547,0.38671383,0.34408462
S382,0.49317708,0.66602539,0.39298122
S383,0.69247535,0.40061601,0.84913126
S384,0.57452972,0.66154417,0.53128556
S385,0.68498795,0.51021711,0.62944534
S386,0.78297060,0.33108036,0.77364864
S387,0.54428259,0.47519465,0.35414518
S388,0.58832456,0.60578834,0.59088114
S389,0.98768864,0.66110832,0.47914129
S390,0.40040077,0.47714542,0.33708519
S391,0.81008285,0.47009765,0.42624744
S392,0.72735938,0.39893377,0.41056296
S393,0.63195673,0.57681320,0.34427956
S394,0.58071166,0.36277413,0.50928868
S395,0.88321046,0.37667540,0.63759877
S396,0.37580918,0.56999258,0.48456788
S397,0.62246524,0.50930827,0.67190025
S398,0.66664022,0.72236679,0.64470896
S399,0.76239166,0.46931531,0.23586064
S400,0.51354106,0.79102999,0.38354271
S401,0.35142730,0.43456200,0.56769340
S402,0.41236347,0.56967327,0.44714141
S403,0.41441396,0.52041925,0.56251120
S404,0.47786690,0.33022541,0.79693335
S405,0.49841401,0.55100889,0.56991390
S406,0.91962212,0.44416194,0.75911652
S407,0.35390909,0.52919281,0.38461183
S408,0.70657663,0.42995409,0.75590843
S409,0.54857308,0.63969520,0.41643267
S410,0.42177899,0.54341357,0.49399063
S411,0.58967148,0.54706304,0.54062449
S412,0.61446002,0.16969181,0.49628035
S413,0.54266361,0.41784111,0.43183732
S414,0.69523312,0.53644835,0.56866727
S415,0.56348488,0.57972785,0.35706835
S416,0.74986844,0.72174568,0.67829056
S417,0.64033849,0.54710083,0.50969257
S418,0.49127198,0.77369174,0.35543944
S419,0.32537339,0.65554393,0.32345133
S420,0.73202173,0.06439743,0.48536747
S421,0.53206904,0.60244474,0.40415997
S422,0.71435380,0.33807889,0.73348356
S423,0.53772260,0.74799524,0.33524833
S424,0.50543518,0.78697130,0.64807267
S425,0.49058050,0.57197931,0.71103630
S426,0.26765077,0.41102101,0.71051705
S427,0.42426507,0.36061760,0.69852459
S428,0.63868130,0.41746806,0.62924312
S429,0.73809391,0.27801318,0.59426950
S430,0.52576091,0.58891549,0.44986569
S431,0.74593152,0.45251368,0.93328598
S432,0.82546376,0.40323693,0.47462217
S433,0.38515355,0.54148296,0.62428305
S434,0.71734999,0.65659453,0.55865128
S435,0.95793303,0.26961707,1.00000000
S436,0.62225580,0.26413468,0.64640135
S437,0.63245646,0.44406767,0.49612808
S438,0.68897244,0.11793758,0.45205639
S439,0.36166280,0.44305360,0.47584443
S440,0.48635242,0.55164974,0.34189400
S441,0.93748337,0.13534239,0.61077286
S442,0.49131254,0.80759983,0.49935702
S443,0.52452449,0.38622976,0.33382899
S444,0.88012540,0.49280361,0.56096110
S445,0.43964501,0.72607577,0.51077100
S446,0.39131128,0.72624840,0.55522715
S447,0.30979095,0.62098467,0.50797856
S448,0.28610060,0.70135695,0.32713396
S449,0.49015168,0.43370770,0.39919147
S450,0.90326952,0.37207370,0.87874234
S451,0.78288383,0.46153106,0.62788357
S452,0.69802596,0.41553240,0.82387233
S453,0.43951158,0.38021205,0.50861310
S454,0.34813365,0.50125111,0.44723015
S455,0.42313476,0.46654929,0.36663072
S456,0.68600632,0.46042765,0.77203609
S457,0.78328434,0.15312791,0.69582618
S458,0.34959612,0.89830180,0.52019410
S459,0.66123642,0.34902630,0.74109457
S460,0.57038203,0.66183496,0.40420835
S461,0.74020139,0.73640112,0.55907106
S462,0.74794576,0.68296435,0.76884463
S463,0.80017661,0.43824077,0.64857728
S464,0.76377790,0.41659977,0.55094039
S465,0.76823492,0.37169221,0.65471087
S466,0.50830236,0.44331594,0.63416894
S467,0.85460698,0.20364801,0.67072645
S468,0.75270221,0.48978028,0.77621778
S469,0.93415575,0.33155685,0.75041241
S470,0.37081018,0.72107517,0.61302094
S471,0.45675787,0.77458425,0.46394395
S472,0.46677053,0.45982002,0.32258184
S473,0.77820734,0.31570552,0.66459544
S474,0.33549541,0.49763941,0.14565985
S475,0.49377892,0.46429549,0.60359463
S476,0.59996979,0.41175703,0.58343052
S477,0.70823928,0.63611191,0.63015522
S478,0.82840653,0.09413031,0.70357993
S479,0.46655143,0.59553749,0.58648028
S480,0.77972272,0.53624820,0.59053139
S481,0.57852304,0.32940503,0.54216054
S482,0.75931298,0.32823444,0.64739148
S483,0.63426923,0.31394352,0.75285289
S484,0.60648879,0.50658629,0.33781584
S485,0.28906471,0.68329616,0.77851628
S486,0.67150060,0.45104868,0.64276086
S487,0.54663853,0.46292383,0.43194784
S488,0.82741052,0.26724600,0.44233948
S489,0.70924903,0.52963751,0.77805668
S490,0.22594247,0.61242198,0.36276426
S491,0.61853884,0.42239851,0.77706274
S492,0.33403337,0.50691507,0.36275184
S493,0.76210774,0.11162266,0.73120549
S494,0.66119641,0.47113326,0.56773513
S495,0.67406108,0.21023294,0.46702932
S496,0.86668086,0.44203424,0.88065733
S497,0.84969869,0.08310750,0.85911516
S498,0.48361810,0.70348968,0.32705358
S499,0.17964939,0.90703352,0.71641565
S500,0.74111105,0.31104040,0.39119073
S501,0.53059173,0.47523558,0.67220002
S502,0.67193989,0.50395072,0.58166194
S503,0.59662620,0.65254894,0.26959752
S504,0.69580969,0.60483405,0.75711009
S505,0.49797530,0.45934672,0.56420725
S506,0.37370171,0.49725218,0.39674918
S507,0.67135950,0.47962207,0.42772020
S508,0.55944163,0.41398955,0.57116547
S509,0.78706192,0.29063626,0.77413903
S510,0.61568149,0.53484435,0.41818667
S511,0.40705976,0.58914423,0.33283899
S512,0.61526912,0.53197552,0.46838182
S513,0.76257869,0.48598685,0.60146055
S514,0.45897454,0.62209859,0.35733611
S515,0.36901933,0.69571224,0.26548457
S516,0.42408679,0.53843510,0.50230931
S517,0.83740778,0.18788886,0.85531369
S518,0.57904073,0.26184625,0.26805491
S519,0.54894521,0.09318857,0.71168838
S520,0.58849075,0.37474739,0.57096829
S521,0.51409254,0.38519797,0.60371787
S522,0.79510676,0.37335858,0.32722381
S523,0.54373675,0.65491126,0.51256133
S524,0.47582340,0.42174078,0.62065418
S525,0.46025620,0.88552398,0.41621244
S526,0.95568813,0.34230922,0.81766447
S527,0.56301847,0.44046047,0.78518380
S528,0.56665929,0.66102694,0.48819971
S529,0.63687555,0.30410681,0.57447682
S530,0.75261454,0.58254960,0.79158141
S531,0.76738900,0.61825816,0.68824259
S532,0.66626825,0.51570786,0.70532867
S533,0.76220334,0.24433444,0.57906717
S534,0.46743556,0.70329859,0.61253412
S535,0.52523823,0.50625357,0.29777988
S536,0.74851679,0.68721170,0.50447614
S537,0.57144530,0.63635896,0.52818104
S538,0.59604490,0.70682695,0.65166075
S539,0.50624810,0.69132301,0.34192687
S540,0.54538819,0.49881402,0.72717841
S541,0.69989710,0.35865528,0.67524674
S542,0.55612323,0.62628684,0.51462155
S543,0.72036725,0.48037194,1.00000000
S544,0.38013407,0.29970262,0.64995456
S545,0.67285588,0.51829577,0.56149924
S546,0.45190496,0.51697976,0.63014135
S547,0.37362120,0.60891259,0.55752700
S548,0.28687754,0.53488690,0.48512911
S549,0.69938131,0.31052847,0.39663498
S550,0.14108777,0.87322375,0.36927283
S551,0.52807090,0.39921589,0.47486836
S552,0.67186476,0.58857845,0.39045494
S553,0.47595232,0.63631148,0.37087468
S554,0.60739159,0.17269191,0.48681017
S555,0.28117089,0.48498896,0.53485271
S556,0.45124203,0.62750966,0.43948294
S557,0.48148785,0.45728618,0.21840669
S558,0.70327992,0.50390724,0.44374213
S559,0.71391827,0.54697466,0.28095833
S560,0.61107352,0.44704284,0.83032326
S561,0.59118242,0.42410106,0.80674995
S562,0.54494293,0.82097178,0.67990016
S563,0.77476219,0.69334978,0.49717347
S564,0.87657691,0.55142149,0.61995691
S565,0.45754812,0.68172106,0.58271752
S566,0.48270897,0.61329271,0.43771648
S567,0.57287947,0.42287864,0.66283290
S568,0.40340375,0.32155380,0.35153030
S569,0.45517924,0.35001109,0.61611785
S570,0.62547298,0.65250411,0.61400394
S571,0.58783694,0.25962175,0.58039916
S572,0.83755895,0.51583520,0.83767040
S573,0.67646829,0.41765697,0.50205518
S574,0.71445480,0.41307100,0.48429058
S575,0.53882640,0.62667933,0.82897952
S576,0.52968920,0.22659656,0.54900480
S577,0.63635213,0.43293322,0.77404753
S578,0.69963410,0.41277714,0.70546295
S579,0.73557124,0.36327561,0.65169804
S580,0.75955519,0.51487515,0.57134785
S581,0.46342763,0.44385513,0.49069881
S582,0.73260963,0.43446257,0.90761475
S583,0.63223232,0.44773286,0.77685819
S584,0.61503769,0.54514141,0.60315124
S585,0.28816976,0.75931904,0.52219592
S586,0.56919302,0.27355927,0.59505733
S587,0.62971801,0.28168299,0.61676705
S588,0.84907439,0.33650262,0.55927511
S589,0.43428010,0.49533283,0.76630819
S590,0.48290595,0.48624923,0.60871583
S591,0.70377098,0.20171687,0.27709555
S592,0.42359447,0.68861294,0.35355698
S593,0.49738017,0.49135507,0.65208394
S594,0.81369461,0.44727102,0.50012185
S595,0.60128744,0.07968661,0.67242552
S596,0.86478827,0.01657810,0.61387800
S597,0.59792437,0.66028539,0.75067875
S598,0.28603387,0.72381982,0.27017378
S599,0.64070729,0.60685183,0.54130976
S600,0.62235356,0.26168106,0.60086774
S601,0.66163613,0.33446023,0.49477724
S602,0.56478892,0.33899988,0.44587989
S603,0.79471946,0.31250770,0.92552561
S604,0.62825728,0.35785106,0.68195384
S605,0.39245467,0.60089555,0.49018073
S606,0.66493043,0.91692693,0.63021375
S607,0.55189112,0.60630751,0.72803304
S608,0.62061028,0.71900149,0.37887745
S609,0.58657759,0.74901688,0.47658304
S610,0.83288797,0.57013307,0.29937300
S611,0.64319924,0.75606736,0.69047631
S612,0.46141258,0.64677612,0.53954714
S613,0.58535724,0.45850563,0.55308234
S614,0.93660701,0.35830488,1.00000000
S615,0.65409774,0.44318160,0.38871408
S616,0.55580026,0.56289846,0.44981717
S617,0.74519995,0.58271790,0.54195115
S618,0.22577804,0.62267426,0.40142159
S619,0.58939486,0.32630619,0.46170372
S620,0.63457809,0.94245258,0.50985954
S621,0.69234262,0.69384856,0.47294679
S622,0.67261695,0.84390510,0.76637592
S623,0.84096891,0.44684309,0.81018673
S624,0.87461361,0.33857034,0.76740818
S625,0.62910847,0.22037587,0.72803674
S626,0.50632243,0.45150989,0.69655759
S627,0.50929854,0.95975122,0.77538942
S628,0.42128951,0.62953747,0.46052585
S629,0.77128626,0.50113169,0.75407079
S630,0.60083350,0.47689976,0.54689462
S631,0.61307986,0.59000578,0.48485543
S632,0.35704334,0.68449458,0.44717136
S633,0.95854904,0.39473034,0.71267151
S634,0.60532479,0.60500400,0.32560841
S635,0.20479137,0.70620243,0.59885431
S636,0.91592365,0.30749832,0.48362646
S637,0.53859385,0.61891309,0.54574083
S638,0.51056469,0.76759270,0.38641290
S639,0.71151552,0.39208022,0.64705489
S640,0.09892953,0.63639620,0.57611137
S641,0.87269078,0.43892978,0.69861276
S642,0.47638527,0.38716637,0.68718930
S643,0.68137710,0.61570522,0.40458807
S644,0.49474684,0.97421103,0.32106200
S645,0.48273741,0.54193868,0.15042001
S646,0.85068097,0.31418167,0.75518014
S647,0.83322092,0.57727538,0.54178962
S648,0.61967767,0.16492503,0.53929190
S649,0.87949651,0.60552326,0.48426227
S650,0.76973516,0.15910255,0.80183397
S651,0.56446153,0.24979971,0.74543577
S652,0.89100679,0.56923953,0.48928684
S653,1.00000000,0.21389031,0.72815486
S654,0.67090272,0.56726927,0.62732085
S655,0.29808308,0.67794890,0.40644720
S656,0.19920272,0.34195841,0.49560478
S657,0.21842478,0.80684807,0.53822861
S658,0.48409305,0.41111599,0.47557197
S659,0.55350570,0.59805363,0.60938808
S660,0.75329362,0.58568496,0.40442463
S661,0.73829870,0.05460301,0.56445857
S662,0.64835112,0.50090482,0.58934229
S663,0.61463490,0.50191297,0.57791689
S664,0.56851018,0.61036536,0.39555197
