sample_id,node_name,src,dst,abundance,function_score,edge_weight
S18,Lactobacillus,Lactobacillus,Fusobacterium,0.128,0.464,0.479
S19,Fusobacterium,Fusobacterium,Porphyromonas,0.09,0.422,0.453
S19,Porphyromonas,Porphyromonas,Prevotella,0.049,0.435,0.429
S19,Prevotella,Prevotella,Streptococcus,0.121,0.449,0.418
S19,Streptococcus,Streptococcus,Lactobacillus,0.175,0.506,0.464
S19,Lactobacillus,Lactobacillus,Fusobacterium,0.18,0.579,0.426
S20,Fusobacterium,Fusobacterium,Porphyromonas,0.172,0.582,0.482
S20,Porphyromonas,Porphyromonas,Prevotella,0.112,0.574,0.496
S20,Prevotella,Prevotella,Streptococcus,0.137,0.539,0.46
S20,Streptococcus,Streptococcus,Lactobacillus,0.155,0.45,0.427
S20,Lactobacillus,Lactobacillus,Fusobacterium,0.129,0.451,0.454
S21,Fusobacterium,Fusobacterium,Porphyromonas,0.069,0.397,0.447
S21,Porphyromonas,Porphyromonas,Prevotella,0.045,0.36,0.402
S21,Prevotella,Prevotella,Streptococcus,0.125,0.438,0.439
S21,Streptococcus,Streptococcus,Lactobacillus,0.186,0.532,0.384
S21,Lactobacillus,Lactobacillus,Fusobacterium,0.187,0.587,0.366
S22,Fusobacterium,Fusobacterium,Porphyromonas,0.132,0.586,0.496
S22,Porphyromonas,Porphyromonas,Prevotella,0.121,0.488,0.443
S22,Prevotella,Prevotella,Streptococcus,0.177,0.483,0.461
S22,Streptococcus,Streptococcus,Lactobacillus,0.141,0.451,0.47
S22,Lactobacillus,Lactobacillus,Fusobacterium,0.145,0.475,0.465
S23,Fusobacterium,Fusobacterium,Porphyromonas,0.145,0.562,0.465
S23,Porphyromonas,Porphyromonas,Prevotella,0.107,0.564,0.471
S23,Prevotella,Prevotella,Streptococcus,0.168,0.474,0.423
S23,Streptococcus,Streptococcus,Lactobacillus,0.129,0.376,0.447
S23,Lactobacillus,Lactobacillus,Fusobacterium,0.132,0.46,0.437
S24,Fusobacterium,Fusobacterium,Porphyromonas,0.095,0.571,0.39
S24,Porphyromonas,Porphyromonas,Prevotella,0.1,0.497,0.374
S24,Prevotella,Prevotella,Streptococcus,0.151,0.464,0.408
S24,Streptococcus,Streptococcus,Lactobacillus,0.16,0.441,0.431
S24,Lactobacillus,Lactobacillus,Fusobacterium,0.15,0.527,0.448
S25,Fusobacterium,Fusobacterium,Porphyromonas,0.162,0.621,0.495
S25,Porphyromonas,Porphyromonas,Prevotella,0.143,0.592,0.517
S25,Prevotella,Prevotella,Streptococcus,0.185,0.444,0.505
S25,Streptococcus,Streptococcus,Lactobacillus,0.118,0.424,0.498
S25,Lactobacillus,Lactobacillus,Fusobacterium,0.104,0.421,0.484
S26,Fusobacterium,Fusobacterium,Porphyromonas,0.095,0.492,0.479
S26,Porphyromonas,Porphyromonas,Prevotella,0.091,0.476,0.464
S26,Prevotella,Prevotella,Streptococcus,0.112,0.452,0.425
S26,Streptococcus,Streptococcus,Lactobacillus,0.16,0.459,0.46
S26,Lactobacillus,Lactobacillus,Fusobacterium,0.126,0.505,0.456
S27,Fusobacterium,Fusobacterium,Porphyromonas,0.01,0.266,0.343
S27,Porphyromonas,Porphyromonas,Prevotella,0.01,0.306,0.377
S27,Prevotella,Prevotella,Streptococcus,0.131,0.399,0.348
S27,Streptococcus,Streptococcus,Lactobacillus,0.222,0.562,0.347
S27,Lactobacillus,Lactobacillus,Fusobacterium,0.234,0.67,0.369
S28,Fusobacterium,Fusobacterium,Porphyromonas,0.145,0.612,0.497
S28,Porphyromonas,Porphyromonas,Prevotella,0.138,0.625,0.442
S28,Prevotella,Prevotella,Streptococcus,0.147,0.445,0.484
S28,Streptococcus,Streptococcus,Lactobacillus,0.15,0.367,0.456
S28,Lactobacillus,Lactobacillus,Fusobacterium,0.115,0.447,0.465
S29,Fusobacterium,Fusobacterium,Porphyromonas,0.145,0.563,0.453
S29,Porphyromonas,Porphyromonas,Prevotella,0.112,0.465,0.449
S29,Prevotella,Prevotella,Streptococcus,0.128,0.373,0.43
S29,Streptococcus,Streptococcus,Lactobacillus,0.167,0.442,0.476
S29,Lactobacillus,Lactobacillus,Fusobacterium,0.136,0.451,0.425
S30,Fusobacterium,Fusobacterium,Porphyromonas,0.045,0.38,0.454
S30,Porphyromonas,Porphyromonas,Prevotella,0.06,0.408,0.383
S30,Prevotella,Prevotella,Streptococcus,0.133,0.434,0.457
S30,Streptococcus,Streptococcus,Lactobacillus,0.194,0.536,0.398
S30,Lactobacillus,Lactobacillus,Fusobacterium,0.185,0.567,0.376
S31,Fusobacterium,Fusobacterium,Porphyromonas,0.106,0.505,0.429
S31,Porphyromonas,Porphyromonas,Prevotella,0.092,0.506,0.489
S31,Prevotella,Prevotella,Streptococcus,0.118,0.472,0.467
S31,Streptococcus,Streptococcus,Lactobacillus,0.154,0.436,0.426
S31,Lactobacillus,Lactobacillus,Fusobacterium,0.146,0.456,0.415
S32,Fusobacterium,Fusobacterium,Porphyromonas,0.091,0.443,0.467
S32,Porphyromonas,Porphyromonas,Prevotella,0.073,0.421,0.435
S32,Prevotella,Prevotella,Streptococcus,0.147,0.408,0.439
S32,Streptococcus,Streptococcus,Lactobacillus,0.171,0.456,0.459
S32,Lactobacillus,Lactobacillus,Fusobacterium,0.169,0.554,0.453
S33,Fusobacterium,Fusobacterium,Porphyromonas,0.147,0.575,0.493
S33,Porphyromonas,Porphyromonas,Prevotella,0.103,0.586,0.449
S33,Prevotella,Prevotella,Streptococcus,0.128,0.46,0.452
S33,Streptococcus,Streptococcus,Lactobacillus,0.163,0.416,0.411
S33,Lactobacillus,Lactobacillus,Fusobacterium,0.158,0.498,0.437
S34,Fusobacterium,Fusobacterium,Porphyromonas,0.05,0.393,0.373
S34,Porphyromonas,Porphyromonas,Prevotella,0.027,0.377,0.423
S34,Prevotella,Prevotella,Streptococcus,0.109,0.431,0.405
S34,Streptococcus,Streptococcus,Lactobacillus,0.204,0.557,0.334
S34,Lactobacillus,Lactobacillus,Fusobacterium,0.192,0.594,0.351
S35,Fusobacterium,Fusobacterium,Porphyromonas,0.125,0.444,0.417
S35,Porphyromonas,Porphyromonas,Prevotella,0.104,0.538,0.372
S35,Prevotella,Prevotella,Streptococcus,0.12,0.464,0.458
S35,Streptococcus,Streptococcus,Lactobacillus,0.15,0.468,0.444
S35,Lactobacillus,Lactobacillus,Fusobacterium,0.14,0.501,0.397
S36,Fusobacterium,Fusobacterium,Porphyromonas,0.07,0.386,0.365
S36,Porphyromonas,Porphyromonas,Prevotella,0.06,0.448,0.454
S36,Prevotella,Prevotella,Streptococcus,0.124,0.373,0.436
S36,Streptococcus,Streptococcus,Lactobacillus,0.185,0.563,0.411
S36,Lactobacillus,Lactobacillus,Fusobacterium,0.171,0.563,0.399
S37,Fusobacterium,Fusobacterium,Porphyromonas,0.064,0.472,0.467
S37,Porphyromonas,Porphyromonas,Prevotella,0.081,0.499,0.424
S37,Prevotella,Prevotella,Streptococcus,0.122,0.396,0.415
S37,Streptococcus,Streptococcus,Lactobacillus,0.172,0.572,0.427
S37,Lactobacillus,Lactobacillus,Fusobacterium,0.159,0.512,0.401
S38,Fusobacterium,Fusobacterium,Porphyromonas,0.063,0.469,0.404
S38,Porphyromonas,Porphyromonas,Prevotella,0.061,0.464,0.45
S38,Prevotella,Prevotella,Streptococcus,0.122,0.491,0.409
S38,Streptococcus,Streptococcus,Lactobacillus,0.181,0.502,0.419
S38,Lactobacillus,Lactobacillus,Fusobacterium,0.175,0.594,0.374
S39,Fusobacterium,Fusobacterium,Porphyromonas,0.251,0.727,0.501
S39,Porphyromonas,Porphyromonas,Prevotella,0.176,0.615,0.575
S39,Prevotella,Prevotella,Streptococcus,0.176,0.476,0.548
S39,Streptococcus,Streptococcus,Lactobacillus,0.097,0.323,0.565
S39,Lactobacillus,Lactobacillus,Fusobacterium,0.084,0.357,0.508
S40,Fusobacterium,Fusobacterium,Porphyromonas,0.151,0.55,0.494
S40,Porphyromonas,Porphyromonas,Prevotella,0.093,0.504,0.505
S40,Prevotella,Prevotella,Streptococcus,0.143,0.44,0.491
S40,Streptococcus,Streptococcus,Lactobacillus,0.162,0.478,0.405
S40,Lactobacillus,Lactobacillus,Fusobacterium,0.155,0.486,0.438
S41,Fusobacterium,Fusobacterium,Porphyromonas,0.085,0.414,0.408
S41,Porphyromonas,Porphyromonas,Prevotella,0.041,0.33,0.401
S41,Prevotella,Prevotella,Streptococcus,0.129,0.435,0.325
S41,Streptococcus,Streptococcus,Lactobacillus,0.191,0.533,0.335
S41,Lactobacillus,Lactobacillus,Fusobacterium,0.188,0.57,0.363
S42,Fusobacterium,Fusobacterium,Porphyromonas,0.026,0.321,0.43
S42,Porphyromonas,Porphyromonas,Prevotella,0.01,0.348,0.366
S42,Prevotella,Prevotella,Streptococcus,0.122,0.438,0.42
S42,Streptococcus,Streptococcus,Lactobacillus,0.205,0.554,0.34
S42,Lactobacillus,Lactobacillus,Fusobacterium,0.207,0.631,0.363
S43,Fusobacterium,Fusobacterium,Porphyromonas,0.142,0.592,0.432
S43,Porphyromonas,Porphyromonas,Prevotella,0.115,0.529,0.465
S43,Prevotella,Prevotella,Streptococcus,0.156,0.494,0.444
S43,Streptococcus,Streptococcus,Lactobacillus,0.146,0.481,0.425
S43,Lactobacillus,Lactobacillus,Fusobacterium,0.129,0.458,0.498
S44,Fusobacterium,Fusobacterium,Porphyromonas,0.201,0.684,0.472
S44,Porphyromonas,Porphyromonas,Prevotella,0.153,0.61,0.426
S44,Prevotella,Prevotella,Streptococcus,0.167,0.439,0.508
S44,Streptococcus,Streptococcus,Lactobacillus,0.128,0.375,0.516
S44,Lactobacillus,Lactobacillus,Fusobacterium,0.117,0.452,0.501
S45,Fusobacterium,Fusobacterium,Porphyromonas,0.01,0.282,0.363
S45,Porphyromonas,Porphyromonas,Prevotella,0.013,0.288,0.407
S45,Prevotella,Prevotella,Streptococcus,0.119,0.408,0.359
S45,Streptococcus,Streptococcus,Lactobacillus,0.236,0.568,0.344
S45,Lactobacillus,Lactobacillus,Fusobacterium,0.246,0.657,0.366
S46,Fusobacterium,Fusobacterium,Porphyromonas,0.153,0.597,0.494
S46,Porphyromonas,Porphyromonas,Prevotella,0.158,0.589,0.491
S46,Prevotella,Prevotella,Streptococcus,0.144,0.472,0.473
S46,Streptococcus,Streptococcus,Lactobacillus,0.148,0.432,0.485
S46,Lactobacillus,Lactobacillus,Fusobacterium,0.13,0.397,0.524
S47,Fusobacterium,Fusobacterium,Porphyromonas,0.185,0.658,0.492
S47,Porphyromonas,Porphyromonas,Prevotella,0.153,0.581,0.501
S47,Prevotella,Prevotella,Streptococcus,0.162,0.513,0.507
S47,Streptococcus,Streptococcus,Lactobacillus,0.128,0.418,0.52
S47,Lactobacillus,Lactobacillus,Fusobacterium,0.134,0.364,0.485
S48,Fusobacterium,Fusobacterium,Porphyromonas,0.145,0.562,0.467
S48,Porphyromonas,Porphyromonas,Prevotella,0.117,0.452,0.481
S48,Prevotella,Prevotella,Streptococcus,0.138,0.422,0.435
S48,Streptococcus,Streptococcus,Lactobacillus,0.149,0.503,0.401
S48,Lactobacillus,Lactobacillus,Fusobacterium,0.14,0.475,0.398
S49,Fusobacterium,Fusobacterium,Porphyromonas,0.192,0.631,0.425
S49,Porphyromonas,Porphyromonas,Prevotella,0.152,0.602,0.528
S49,Prevotella,Prevotella,Streptococcus,0.163,0.534,0.492
S49,Streptococcus,Streptococcus,Lactobacillus,0.124,0.412,0.492
S49,Lactobacillus,Lactobacillus,Fusobacterium,0.1,0.443,0.5
S50,Fusobacterium,Fusobacterium,Porphyromonas,0.128,0.512,0.474
S50,Porphyromonas,Porphyromonas,Prevotella,0.116,0.493,0.437
S50,Prevotella,Prevotella,Streptococcus,0.142,0.405,0.404
S50,Streptococcus,Streptococcus,Lactobacillus,0.175,0.452,0.407
S50,Lactobacillus,Lactobacillus,Fusobacterium,0.152,0.515,0.427
S51,Fusobacterium,Fusobacterium,Porphyromonas,0.199,0.731,0.514
S51,Porphyromonas,Porphyromonas,Prevotella,0.164,0.604,0.514
S51,Prevotella,Prevotella,Streptococcus,0.186,0.389,0.515
S51,Streptococcus,Streptococcus,Lactobacillus,0.12,0.393,0.486
S51,Lactobacillus,Lactobacillus,Fusobacterium,0.074,0.392,0.479
S52,Fusobacterium,Fusobacterium,Porphyromonas,0.122,0.53,0.446
S52,Porphyromonas,Porphyromonas,Prevotella,0.106,0.49,0.404
S52,Prevotella,Prevotella,Streptococcus,0.167,0.464,0.46
S52,Streptococcus,Streptococcus,Lactobacillus,0.143,0.483,0.442
S52,Lactobacillus,Lactobacillus,Fusobacterium,0.137,0.461,0.393
S53,Fusobacterium,Fusobacterium,Porphyromonas,0.183,0.649,0.512
S53,Porphyromonas,Porphyromonas,Prevotella,0.142,0.599,0.51
S53,Prevotella,Prevotella,Streptococcus,0.138,0.518,0.505
S53,Streptococcus,Streptococcus,Lactobacillus,0.14,0.379,0.421
S53,Lactobacillus,Lactobacillus,Fusobacterium,0.105,0.438,0.468
S54,Fusobacterium,Fusobacterium,Porphyromonas,0.144,0.591,0.427
S54,Porphyromonas,Porphyromonas,Prevotella,0.127,0.505,0.485
S54,Prevotella,Prevotella,Streptococcus,0.146,0.436,0.422
S54,Streptococcus,Streptococcus,Lactobacillus,0.133,0.475,0.481
S54,Lactobacillus,Lactobacillus,Fusobacterium,0.139,0.51,0.446
S55,Fusobacterium,Fusobacterium,Porphyromonas,0.089,0.443,0.439
S55,Porphyromonas,Porphyromonas,Prevotella,0.073,0.442,0.448
S55,Prevotella,Prevotella,Streptococcus,0.15,0.422,0.411
S55,Streptococcus,Streptococcus,Lactobacillus,0.165,0.495,0.424
S55,Lactobacillus,Lactobacillus,Fusobacterium,0.161,0.551,0.43
S56,Fusobacterium,Fusobacterium,Porphyromonas,0.121,0.455,0.436
S56,Porphyromonas,Porphyromonas,Prevotella,0.089,0.396,0.425
S56,Prevotella,Prevotella,Streptococcus,0.121,0.45,0.464
S56,Streptococcus,Streptococcus,Lactobacillus,0.175,0.478,0.395
S56,Lactobacillus,Lactobacillus,Fusobacterium,0.153,0.525,0.416
S57,Fusobacterium,Fusobacterium,Porphyromonas,0.053,0.358,0.45
S57,Porphyromonas,Porphyromonas,Prevotella,0.055,0.389,0.41
S57,Prevotella,Prevotella,Streptococcus,0.112,0.371,0.377
S57,Streptococcus,Streptococcus,Lactobacillus,0.206,0.505,0.387
S57,Lactobacillus,Lactobacillus,Fusobacterium,0.194,0.551,0.356
S58,Fusobacterium,Fusobacterium,Porphyromonas,0.207,0.714,0.444
S58,Porphyromonas,Porphyromonas,Prevotella,0.201,0.67,0.525
S58,Prevotella,Prevotella,Streptococcus,0.145,0.53,0.461
S58,Streptococcus,Streptococcus,Lactobacillus,0.117,0.417,0.463
S58,Lactobacillus,Lactobacillus,Fusobacterium,0.107,0.368,0.472
S59,Fusobacterium,Fusobacterium,Porphyromonas,0.148,0.557,0.463
S59,Porphyromonas,Porphyromonas,Prevotella,0.136,0.542,0.46
S59,Prevotella,Prevotella,Streptococcus,0.152,0.508,0.514
S59,Streptococcus,Streptococcus,Lactobacillus,0.137,0.472,0.464
S59,Lactobacillus,Lactobacillus,Fusobacterium,0.126,0.44,0.445
S60,Fusobacterium,Fusobacterium,Porphyromonas,0.156,0.563,0.448
S60,Porphyromonas,Porphyromonas,Prevotella,0.139,0.576,0.515
S60,Prevotella,Prevotella,Streptococcus,0.17,0.455,0.484
S60,Streptococcus,Streptococcus,Lactobacillus,0.116,0.43,0.498
S60,Lactobacillus,Lactobacillus,Fusobacterium,0.13,0.404,0.518
S61,Fusobacterium,Fusobacterium,Porphyromonas,0.171,0.594,0.448
S61,Porphyromonas,Porphyromonas,Prevotella,0.142,0.557,0.463
S61,Prevotella,Prevotella,Streptococcus,0.16,0.51,0.457
S61,Streptococcus,Streptococcus,Lactobacillus,0.139,0.475,0.453
S61,Lactobacillus,Lactobacillus,Fusobacterium,0.115,0.431,0.435
S62,Fusobacterium,Fusobacterium,Porphyromonas,0.13,0.499,0.516
S62,Porphyromonas,Porphyromonas,Prevotella,0.108,0.517,0.439
S62,Prevotella,Prevotella,Streptococcus,0.139,0.496,0.402
S62,Streptococcus,Streptococcus,Lactobacillus,0.16,0.496,0.446
S62,Lactobacillus,Lactobacillus,Fusobacterium,0.145,0.478,0.405
S63,Fusobacterium,Fusobacterium,Porphyromonas,0.1,0.494,0.499
S63,Porphyromonas,Porphyromonas,Prevotella,0.089,0.452,0.381
S63,Prevotella,Prevotella,Streptococcus,0.1,0.441,0.356
S63,Streptococcus,Streptococcus,Lactobacillus,0.148,0.489,0.406
S63,Lactobacillus,Lactobacillus,Fusobacterium,0.152,0.574,0.428
S64,Fusobacterium,Fusobacterium,Porphyromonas,0.206,0.672,0.514
S64,Porphyromonas,Porphyromonas,Prevotella,0.169,0.609,0.533
S64,Prevotella,Prevotella,Streptococcus,0.176,0.524,0.505
S64,Streptococcus,Streptococcus,Lactobacillus,0.13,0.452,0.476
S64,Lactobacillus,Lactobacillus,Fusobacterium,0.095,0.381,0.446
S65,Fusobacterium,Fusobacterium,Porphyromonas,0.23,0.74,0.545
S65,Porphyromonas,Porphyromonas,Prevotella,0.204,0.654,0.593
S65,Prevotella,Prevotella,Streptococcus,0.172,0.506,0.51
S65,Streptococcus,Streptococcus,Lactobacillus,0.08,0.356,0.493
S65,Lactobacillus,Lactobacillus,Fusobacterium,0.07,0.368,0.535
S66,Fusobacterium,Fusobacterium,Porphyromonas,0.19,0.669,0.472
S66,Porphyromonas,Porphyromonas,Prevotella,0.179,0.637,0.482
S66,Prevotella,Prevotella,Streptococcus,0.158,0.481,0.475
S66,Streptococcus,Streptococcus,Lactobacillus,0.127,0.421,0.496
S66,Lactobacillus,Lactobacillus,Fusobacterium,0.106,0.389,0.456
S67,Fusobacterium,Fusobacterium,Porphyromonas,0.202,0.601,0.485
S67,Porphyromonas,Porphyromonas,Prevotella,0.158,0.562,0.492
S67,Prevotella,Prevotella,Streptococcus,0.155,0.457,0.528
S67,Streptococcus,Streptococcus,Lactobacillus,0.15,0.466,0.466
S67,Lactobacillus,Lactobacillus,Fusobacterium,0.117,0.413,0.478
S68,Fusobacterium,Fusobacterium,Porphyromonas,0.062,0.392,0.428
S68,Porphyromonas,Porphyromonas,Prevotella,0.033,0.437,0.466
S68,Prevotella,Prevotella,Streptococcus,0.115,0.439,0.401
S68,Streptococcus,Streptococcus,Lactobacillus,0.201,0.503,0.439
S68,Lactobacillus,Lactobacillus,Fusobacterium,0.178,0.53,0.37
S69,Fusobacterium,Fusobacterium,Porphyromonas,0.072,0.414,0.377
S69,Porphyromonas,Porphyromonas,Prevotella,0.052,0.387,0.401
S69,Prevotella,Prevotella,Streptococcus,0.087,0.432,0.405
S69,Streptococcus,Streptococcus,Lactobacillus,0.197,0.553,0.39
S69,Lactobacillus,Lactobacillus,Fusobacterium,0.191,0.543,0.393
S70,Fusobacterium,Fusobacterium,Porphyromonas,0.13,0.561,0.44
S70,Porphyromonas,Porphyromonas,Prevotella,0.105,0.536,0.475
S70,Prevotella,Prevotella,Streptococcus,0.157,0.468,0.428
S70,Streptococcus,Streptococcus,Lactobacillus,0.134,0.496,0.435
S70,Lactobacillus,Lactobacillus,Fusobacterium,0.144,0.467,0.423
S71,Fusobacterium,Fusobacterium,Porphyromonas,0.085,0.455,0.438
S71,Porphyromonas,Porphyromonas,Prevotella,0.079,0.377,0.414
S71,Prevotella,Prevotella,Streptococcus,0.133,0.422,0.469
S71,Streptococcus,Streptococcus,Lactobacillus,0.166,0.522,0.346
S71,Lactobacillus,Lactobacillus,Fusobacterium,0.176,0.573,0.444
S72,Fusobacterium,Fusobacterium,Porphyromonas,0.068,0.436,0.453
S72,Porphyromonas,Porphyromonas,Prevotella,0.073,0.44,0.455
S72,Prevotella,Prevotella,Streptococcus,0.13,0.357,0.396
S72,Streptococcus,Streptococcus,Lactobacillus,0.164,0.471,0.419
S72,Lactobacillus,Lactobacillus,Fusobacterium,0.146,0.518,0.42
S73,Fusobacterium,Fusobacterium,Porphyromonas,0.113,0.521,0.454
S73,Porphyromonas,Porphyromonas,Prevotella,0.088,0.485,0.456
S73,Prevotella,Prevotella,Streptococcus,0.135,0.464,0.395
S73,Streptococcus,Streptococcus,Lactobacillus,0.167,0.523,0.423
S73,Lactobacillus,Lactobacillus,Fusobacterium,0.154,0.543,0.479
S74,Fusobacterium,Fusobacterium,Porphyromonas,0.117,0.478,0.471
S74,Porphyromonas,Porphyromonas,Prevotella,0.106,0.482,0.418
S74,Prevotella,Prevotella,Streptococcus,0.171,0.409,0.488
S74,Streptococcus,Streptococcus,Lactobacillus,0.163,0.452,0.393
S74,Lactobacillus,Lactobacillus,Fusobacterium,0.15,0.458,0.438
S75,Fusobacterium,Fusobacterium,Porphyromonas,0.049,0.442,0.366
S75,Porphyromonas,Porphyromonas,Prevotella,0.051,0.398,0.376
S75,Prevotella,Prevotella,Streptococcus,0.136,0.33,0.345
S75,Streptococcus,Streptococcus,Lactobacillus,0.187,0.518,0.358
