sample_id,node_name,src,dst,abundance,function_score,edge_weight
S18,Streptococcus,Streptococcus,Lactobacillus,0.119,0.465,0.474
S18,Lactobacillus,Lactobacillus,Fusobacterium,0.11,0.518,0.465
S18,Fusobacterium,Fusobacterium,Prevotella,0.14,0.649,0.501
S19,Fusobacterium,Fusobacterium,Porphyromonas,0.185,0.701,0.61
S19,Porphyromonas,Porphyromonas,Prevotella,0.164,0.703,0.666
S19,Prevotella,Prevotella,Streptococcus,0.108,0.562,0.549
S19,Streptococcus,Streptococcus,Lactobacillus,0.118,0.491,0.588
S19,Lactobacillus,Lactobacillus,Fusobacterium,0.084,0.476,0.613
S19,Fusobacterium,Fusobacterium,Prevotella,0.185,0.701,0.605
S20,Fusobacterium,Fusobacterium,Porphyromonas,0.147,0.61,0.503
S20,Porphyromonas,Porphyromonas,Prevotella,0.116,0.642,0.483
S20,Prevotella,Prevotella,Streptococcus,0.09,0.47,0.447
S20,Streptococcus,Streptococcus,Lactobacillus,0.117,0.467,0.525
S20,Lactobacillus,Lactobacillus,Fusobacterium,0.109,0.499,0.471
S20,Fusobacterium,Fusobacterium,Prevotella,0.147,0.61,0.523
S21,Fusobacterium,Fusobacterium,Porphyromonas,0.206,0.829,0.64
S21,Porphyromonas,Porphyromonas,Prevotella,0.168,0.689,0.677
S21,Prevotella,Prevotella,Streptococcus,0.128,0.565,0.639
S21,Streptococcus,Streptococcus,Lactobacillus,0.113,0.462,0.656
S21,Lactobacillus,Lactobacillus,Fusobacterium,0.084,0.42,0.685
S21,Fusobacterium,Fusobacterium,Prevotella,0.206,0.829,0.681
S22,Fusobacterium,Fusobacterium,Porphyromonas,0.164,0.669,0.469
S22,Porphyromonas,Porphyromonas,Prevotella,0.121,0.582,0.563
S22,Prevotella,Prevotella,Streptococcus,0.093,0.519,0.508
S22,Streptococcus,Streptococcus,Lactobacillus,0.137,0.547,0.484
S22,Lactobacillus,Lactobacillus,Fusobacterium,0.127,0.491,0.465
S22,Fusobacterium,Fusobacterium,Prevotella,0.164,0.669,0.528
S23,Fusobacterium,Fusobacterium,Porphyromonas,0.195,0.766,0.62
S23,Porphyromonas,Porphyromonas,Prevotella,0.174,0.65,0.636
S23,Prevotella,Prevotella,Streptococcus,0.111,0.51,0.538
S23,Streptococcus,Streptococcus,Lactobacillus,0.101,0.456,0.533
S23,Lactobacillus,Lactobacillus,Fusobacterium,0.087,0.476,0.579
S23,Fusobacterium,Fusobacterium,Prevotella,0.195,0.766,0.66
S24,Fusobacterium,Fusobacterium,Porphyromonas,0.169,0.618,0.591
S24,Porphyromonas,Porphyromonas,Prevotella,0.152,0.691,0.538
S24,Prevotella,Prevotella,Streptococcus,0.117,0.545,0.537
S24,Streptococcus,Streptococcus,Lactobacillus,0.112,0.457,0.543
S24,Lactobacillus,Lactobacillus,Fusobacterium,0.093,0.449,0.504
S24,Fusobacterium,Fusobacterium,Prevotella,0.169,0.618,0.533
S25,Fusobacterium,Fusobacterium,Porphyromonas,0.121,0.597,0.408
S25,Porphyromonas,Porphyromonas,Prevotella,0.125,0.604,0.46
S25,Prevotella,Prevotella,Streptococcus,0.086,0.502,0.408
S25,Streptococcus,Streptococcus,Lactobacillus,0.129,0.455,0.429
S25,Lactobacillus,Lactobacillus,Fusobacterium,0.125,0.477,0.402
S25,Fusobacterium,Fusobacterium,Prevotella,0.121,0.597,0.445
S26,Fusobacterium,Fusobacterium,Porphyromonas,0.239,0.868,0.785
S26,Porphyromonas,Porphyromonas,Prevotella,0.214,0.781,0.797
S26,Prevotella,Prevotella,Streptococcus,0.149,0.599,0.742
S26,Streptococcus,Streptococcus,Lactobacillus,0.103,0.449,0.711
S26,Lactobacillus,Lactobacillus,Fusobacterium,0.063,0.429,0.713
S26,Fusobacterium,Fusobacterium,Prevotella,0.239,0.868,0.8
S27,Fusobacterium,Fusobacterium,Porphyromonas,0.096,0.477,0.445
S27,Porphyromonas,Porphyromonas,Prevotella,0.11,0.529,0.41
S27,Prevotella,Prevotella,Streptococcus,0.088,0.44,0.323
S27,Streptococcus,Streptococcus,Lactobacillus,0.134,0.541,0.347
S27,Lactobacillus,Lactobacillus,Fusobacterium,0.131,0.532,0.31
S27,Fusobacterium,Fusobacterium,Prevotella,0.096,0.477,0.386
S28,Fusobacterium,Fusobacterium,Porphyromonas,0.154,0.624,0.497
S28,Porphyromonas,Porphyromonas,Prevotella,0.119,0.631,0.517
S28,Prevotella,Prevotella,Streptococcus,0.118,0.486,0.475
S28,Streptococcus,Streptococcus,Lactobacillus,0.108,0.491,0.455
S28,Lactobacillus,Lactobacillus,Fusobacterium,0.11,0.504,0.452
S28,Fusobacterium,Fusobacterium,Prevotella,0.154,0.624,0.529
S29,Fusobacterium,Fusobacterium,Porphyromonas,0.172,0.684,0.583
S29,Porphyromonas,Porphyromonas,Prevotella,0.148,0.665,0.544
S29,Prevotella,Prevotella,Streptococcus,0.117,0.523,0.542
S29,Streptococcus,Streptococcus,Lactobacillus,0.101,0.417,0.571
S29,Lactobacillus,Lactobacillus,Fusobacterium,0.101,0.459,0.547
S29,Fusobacterium,Fusobacterium,Prevotella,0.172,0.684,0.558
S30,Fusobacterium,Fusobacterium,Porphyromonas,0.094,0.476,0.343
S30,Porphyromonas,Porphyromonas,Prevotella,0.093,0.498,0.422
S30,Prevotella,Prevotella,Streptococcus,0.084,0.437,0.336
S30,Streptococcus,Streptococcus,Lactobacillus,0.128,0.493,0.323
S30,Lactobacillus,Lactobacillus,Fusobacterium,0.13,0.557,0.343
S30,Fusobacterium,Fusobacterium,Prevotella,0.094,0.476,0.399
S31,Fusobacterium,Fusobacterium,Porphyromonas,0.185,0.715,0.618
S31,Porphyromonas,Porphyromonas,Prevotella,0.164,0.665,0.548
S31,Prevotella,Prevotella,Streptococcus,0.124,0.549,0.645
S31,Streptococcus,Streptococcus,Lactobacillus,0.107,0.448,0.593
S31,Lactobacillus,Lactobacillus,Fusobacterium,0.094,0.473,0.532
S31,Fusobacterium,Fusobacterium,Prevotella,0.185,0.715,0.588
S32,Fusobacterium,Fusobacterium,Porphyromonas,0.116,0.529,0.448
S32,Porphyromonas,Porphyromonas,Prevotella,0.104,0.531,0.408
S32,Prevotella,Prevotella,Streptococcus,0.089,0.454,0.411
S32,Streptococcus,Streptococcus,Lactobacillus,0.12,0.482,0.461
S32,Lactobacillus,Lactobacillus,Fusobacterium,0.13,0.487,0.428
S32,Fusobacterium,Fusobacterium,Prevotella,0.116,0.529,0.517
S33,Fusobacterium,Fusobacterium,Porphyromonas,0.199,0.749,0.673
S33,Porphyromonas,Porphyromonas,Prevotella,0.172,0.716,0.652
S33,Prevotella,Prevotella,Streptococcus,0.145,0.535,0.633
S33,Streptococcus,Streptococcus,Lactobacillus,0.081,0.5,0.581
S33,Lactobacillus,Lactobacillus,Fusobacterium,0.084,0.462,0.577
S33,Fusobacterium,Fusobacterium,Prevotella,0.199,0.749,0.634
S34,Fusobacterium,Fusobacterium,Porphyromonas,0.14,0.578,0.411
S34,Porphyromonas,Porphyromonas,Prevotella,0.111,0.543,0.465
S34,Prevotella,Prevotella,Streptococcus,0.105,0.558,0.461
S34,Streptococcus,Streptococcus,Lactobacillus,0.117,0.447,0.501
S34,Lactobacillus,Lactobacillus,Fusobacterium,0.108,0.534,0.431
S34,Fusobacterium,Fusobacterium,Prevotella,0.14,0.578,0.489
S35,Fusobacterium,Fusobacterium,Porphyromonas,0.194,0.726,0.654
S35,Porphyromonas,Porphyromonas,Prevotella,0.18,0.697,0.662
S35,Prevotella,Prevotella,Streptococcus,0.119,0.527,0.601
S35,Streptococcus,Streptococcus,Lactobacillus,0.103,0.507,0.617
S35,Lactobacillus,Lactobacillus,Fusobacterium,0.086,0.468,0.621
S35,Fusobacterium,Fusobacterium,Prevotella,0.194,0.726,0.678
S36,Fusobacterium,Fusobacterium,Porphyromonas,0.137,0.604,0.534
S36,Porphyromonas,Porphyromonas,Prevotella,0.13,0.603,0.526
S36,Prevotella,Prevotella,Streptococcus,0.093,0.499,0.49
S36,Streptococcus,Streptococcus,Lactobacillus,0.112,0.502,0.372
S36,Lactobacillus,Lactobacillus,Fusobacterium,0.096,0.514,0.462
S36,Fusobacterium,Fusobacterium,Prevotella,0.137,0.604,0.505
S37,Fusobacterium,Fusobacterium,Porphyromonas,0.081,0.464,0.326
S37,Porphyromonas,Porphyromonas,Prevotella,0.077,0.444,0.386
S37,Prevotella,Prevotella,Streptococcus,0.084,0.452,0.29
S37,Streptococcus,Streptococcus,Lactobacillus,0.132,0.54,0.296
S37,Lactobacillus,Lactobacillus,Fusobacterium,0.128,0.587,0.323
S37,Fusobacterium,Fusobacterium,Prevotella,0.081,0.464,0.324
S38,Fusobacterium,Fusobacterium,Porphyromonas,0.212,0.831,0.702
S38,Porphyromonas,Porphyromonas,Prevotella,0.188,0.726,0.672
S38,Prevotella,Prevotella,Streptococcus,0.127,0.574,0.605
S38,Streptococcus,Streptococcus,Lactobacillus,0.106,0.442,0.642
S38,Lactobacillus,Lactobacillus,Fusobacterium,0.08,0.473,0.654
S38,Fusobacterium,Fusobacterium,Prevotella,0.212,0.831,0.732
S39,Fusobacterium,Fusobacterium,Porphyromonas,0.077,0.438,0.374
S39,Porphyromonas,Porphyromonas,Prevotella,0.074,0.477,0.326
S39,Prevotella,Prevotella,Streptococcus,0.088,0.497,0.417
S39,Streptococcus,Streptococcus,Lactobacillus,0.13,0.553,0.383
S39,Lactobacillus,Lactobacillus,Fusobacterium,0.138,0.525,0.357
S39,Fusobacterium,Fusobacterium,Prevotella,0.077,0.438,0.351
S40,Fusobacterium,Fusobacterium,Porphyromonas,0.144,0.595,0.534
S40,Porphyromonas,Porphyromonas,Prevotella,0.133,0.573,0.477
S40,Prevotella,Prevotella,Streptococcus,0.107,0.517,0.482
S40,Streptococcus,Streptococcus,Lactobacillus,0.116,0.483,0.46
S40,Lactobacillus,Lactobacillus,Fusobacterium,0.112,0.519,0.461
S40,Fusobacterium,Fusobacterium,Prevotella,0.144,0.595,0.506
S41,Fusobacterium,Fusobacterium,Porphyromonas,0.16,0.656,0.593
S41,Porphyromonas,Porphyromonas,Prevotella,0.123,0.687,0.54
S41,Prevotella,Prevotella,Streptococcus,0.113,0.555,0.507
S41,Streptococcus,Streptococcus,Lactobacillus,0.114,0.431,0.513
S41,Lactobacillus,Lactobacillus,Fusobacterium,0.098,0.47,0.511
S41,Fusobacterium,Fusobacterium,Prevotella,0.16,0.656,0.55
S42,Fusobacterium,Fusobacterium,Porphyromonas,0.19,0.681,0.59
S42,Porphyromonas,Porphyromonas,Prevotella,0.15,0.649,0.579
S42,Prevotella,Prevotella,Streptococcus,0.135,0.609,0.608
S42,Streptococcus,Streptococcus,Lactobacillus,0.128,0.436,0.574
S42,Lactobacillus,Lactobacillus,Fusobacterium,0.081,0.472,0.544
S42,Fusobacterium,Fusobacterium,Prevotella,0.19,0.681,0.602
S43,Fusobacterium,Fusobacterium,Porphyromonas,0.116,0.594,0.483
S43,Porphyromonas,Porphyromonas,Prevotella,0.103,0.587,0.4
S43,Prevotella,Prevotella,Streptococcus,0.104,0.509,0.433
S43,Streptococcus,Streptococcus,Lactobacillus,0.133,0.557,0.44
S43,Lactobacillus,Lactobacillus,Fusobacterium,0.12,0.475,0.482
S43,Fusobacterium,Fusobacterium,Prevotella,0.116,0.594,0.438
S44,Fusobacterium,Fusobacterium,Porphyromonas,0.214,0.74,0.7
S44,Porphyromonas,Porphyromonas,Prevotella,0.18,0.778,0.689
S44,Prevotella,Prevotella,Streptococcus,0.124,0.562,0.636
S44,Streptococcus,Streptococcus,Lactobacillus,0.096,0.431,0.662
S44,Lactobacillus,Lactobacillus,Fusobacterium,0.069,0.451,0.649
S44,Fusobacterium,Fusobacterium,Prevotella,0.214,0.74,0.731
S45,Fusobacterium,Fusobacterium,Porphyromonas,0.221,0.835,0.765
S45,Porphyromonas,Porphyromonas,Prevotella,0.176,0.763,0.633
S45,Prevotella,Prevotella,Streptococcus,0.119,0.554,0.7
S45,Streptococcus,Streptococcus,Lactobacillus,0.098,0.48,0.737
S45,Lactobacillus,Lactobacillus,Fusobacterium,0.062,0.417,0.716
S45,Fusobacterium,Fusobacterium,Prevotella,0.221,0.835,0.737
S46,Fusobacterium,Fusobacterium,Porphyromonas,0.048,0.383,0.29
S46,Porphyromonas,Porphyromonas,Prevotella,0.05,0.416,0.235
S46,Prevotella,Prevotella,Streptococcus,0.075,0.415,0.188
S46,Streptococcus,Streptococcus,Lactobacillus,0.14,0.526,0.248
S46,Lactobacillus,Lactobacillus,Fusobacterium,0.141,0.605,0.185
S46,Fusobacterium,Fusobacterium,Prevotella,0.048,0.383,0.274
S47,Fusobacterium,Fusobacterium,Porphyromonas,0.129,0.57,0.504
S47,Porphyromonas,Porphyromonas,Prevotella,0.123,0.619,0.499
S47,Prevotella,Prevotella,Streptococcus,0.099,0.464,0.453
S47,Streptococcus,Streptococcus,Lactobacillus,0.127,0.479,0.416
S47,Lactobacillus,Lactobacillus,Fusobacterium,0.105,0.485,0.39
S47,Fusobacterium,Fusobacterium,Prevotella,0.129,0.57,0.485
S48,Fusobacterium,Fusobacterium,Porphyromonas,0.057,0.385,0.31
S48,Porphyromonas,Porphyromonas,Prevotella,0.079,0.474,0.247
S48,Prevotella,Prevotella,Streptococcus,0.067,0.471,0.273
S48,Streptococcus,Streptococcus,Lactobacillus,0.151,0.556,0.31
S48,Lactobacillus,Lactobacillus,Fusobacterium,0.148,0.562,0.265
S48,Fusobacterium,Fusobacterium,Prevotella,0.057,0.385,0.293
S49,Fusobacterium,Fusobacterium,Porphyromonas,0.181,0.671,0.647
S49,Porphyromonas,Porphyromonas,Prevotella,0.149,0.661,0.621
S49,Prevotella,Prevotella,Streptococcus,0.121,0.547,0.598
S49,Streptococcus,Streptococcus,Lactobacillus,0.128,0.478,0.53
S49,Lactobacillus,Lactobacillus,Fusobacterium,0.084,0.42,0.566
S49,Fusobacterium,Fusobacterium,Prevotella,0.181,0.671,0.618
S50,Fusobacterium,Fusobacterium,Porphyromonas,0.129,0.553,0.391
S50,Porphyromonas,Porphyromonas,Prevotella,0.098,0.57,0.461
S50,Prevotella,Prevotella,Streptococcus,0.094,0.435,0.386
S50,Streptococcus,Streptococcus,Lactobacillus,0.117,0.538,0.432
S50,Lactobacillus,Lactobacillus,Fusobacterium,0.115,0.569,0.416
S50,Fusobacterium,Fusobacterium,Prevotella,0.129,0.553,0.469
S51,Fusobacterium,Fusobacterium,Porphyromonas,0.105,0.539,0.416
S51,Porphyromonas,Porphyromonas,Prevotella,0.112,0.496,0.463
S51,Prevotella,Prevotella,Streptococcus,0.105,0.509,0.326
S51,Streptococcus,Streptococcus,Lactobacillus,0.14,0.474,0.427
S51,Lactobacillus,Lactobacillus,Fusobacterium,0.123,0.479,0.364
S51,Fusobacterium,Fusobacterium,Prevotella,0.105,0.539,0.404
S52,Fusobacterium,Fusobacterium,Porphyromonas,0.149,0.699,0.471
S52,Porphyromonas,Porphyromonas,Prevotella,0.134,0.614,0.54
S52,Prevotella,Prevotella,Streptococcus,0.116,0.591,0.478
S52,Streptococcus,Streptococcus,Lactobacillus,0.12,0.529,0.508
S52,Lactobacillus,Lactobacillus,Fusobacterium,0.102,0.46,0.502
S52,Fusobacterium,Fusobacterium,Prevotella,0.149,0.699,0.468
S53,Fusobacterium,Fusobacterium,Porphyromonas,0.193,0.736,0.633
S53,Porphyromonas,Porphyromonas,Prevotella,0.153,0.68,0.597
S53,Prevotella,Prevotella,Streptococcus,0.124,0.498,0.499
S53,Streptococcus,Streptococcus,Lactobacillus,0.11,0.432,0.52
S53,Lactobacillus,Lactobacillus,Fusobacterium,0.095,0.424,0.555
S53,Fusobacterium,Fusobacterium,Prevotella,0.193,0.736,0.591
S54,Fusobacterium,Fusobacterium,Porphyromonas,0.15,0.621,0.564
S54,Porphyromonas,Porphyromonas,Prevotella,0.141,0.658,0.534
S54,Prevotella,Prevotella,Streptococcus,0.101,0.505,0.539
S54,Streptococcus,Streptococcus,Lactobacillus,0.101,0.541,0.522
S54,Lactobacillus,Lactobacillus,Fusobacterium,0.098,0.464,0.551
S54,Fusobacterium,Fusobacterium,Prevotella,0.15,0.621,0.519
S55,Fusobacterium,Fusobacterium,Porphyromonas,0.128,0.592,0.455
S55,Porphyromonas,Porphyromonas,Prevotella,0.097,0.558,0.508
S55,Prevotella,Prevotella,Streptococcus,0.094,0.502,0.386
S55,Streptococcus,Streptococcus,Lactobacillus,0.115,0.525,0.374
S55,Lactobacillus,Lactobacillus,Fusobacterium,0.123,0.531,0.42
S55,Fusobacterium,Fusobacterium,Prevotella,0.128,0.592,0.414
S56,Fusobacterium,Fusobacterium,Porphyromonas,0.085,0.469,0.313
S56,Porphyromonas,Porphyromonas,Prevotella,0.089,0.507,0.413
S56,Prevotella,Prevotella,Streptococcus,0.086,0.454,0.321
S56,Streptococcus,Streptococcus,Lactobacillus,0.12,0.497,0.301
S56,Lactobacillus,Lactobacillus,Fusobacterium,0.13,0.54,0.364
S56,Fusobacterium,Fusobacterium,Prevotella,0.085,0.469,0.366
S57,Fusobacterium,Fusobacterium,Porphyromonas,0.065,0.463,0.321
S57,Porphyromonas,Porphyromonas,Prevotella,0.074,0.48,0.402
S57,Prevotella,Prevotella,Streptococcus,0.069,0.435,0.332
S57,Streptococcus,Streptococcus,Lactobacillus,0.137,0.517,0.314
S57,Lactobacillus,Lactobacillus,Fusobacterium,0.145,0.538,0.35
S57,Fusobacterium,Fusobacterium,Prevotella,0.065,0.463,0.358
S58,Fusobacterium,Fusobacterium,Porphyromonas,0.146,0.707,0.571
S58,Porphyromonas,Porphyromonas,Prevotella,0.132,0.61,0.528
S58,Prevotella,Prevotella,Streptococcus,0.087,0.497,0.473
S58,Streptococcus,Streptococcus,Lactobacillus,0.105,0.528,0.499
S58,Lactobacillus,Lactobacillus,Fusobacterium,0.106,0.448,0.51
S58,Fusobacterium,Fusobacterium,Prevotella,0.146,0.707,0.469
S59,Fusobacterium,Fusobacterium,Porphyromonas,0.238,0.829,0.739
S59,Porphyromonas,Porphyromonas,Prevotella,0.198,0.76,0.727
S59,Prevotella,Prevotella,Streptococcus,0.119,0.587,0.716
S59,Streptococcus,Streptococcus,Lactobacillus,0.084,0.463,0.714
S59,Lactobacillus,Lactobacillus,Fusobacterium,0.077,0.42,0.699
S59,Fusobacterium,Fusobacterium,Prevotella,0.238,0.829,0.775
S60,Fusobacterium,Fusobacterium,Porphyromonas,0.189,0.702,0.625
S60,Porphyromonas,Porphyromonas,Prevotella,0.176,0.718,0.664
S60,Prevotella,Prevotella,Streptococcus,0.12,0.56,0.647
S60,Streptococcus,Streptococcus,Lactobacillus,0.109,0.477,0.635
S60,Lactobacillus,Lactobacillus,Fusobacterium,0.097,0.464,0.628
S60,Fusobacterium,Fusobacterium,Prevotella,0.189,0.702,0.624
S61,Fusobacterium,Fusobacterium,Porphyromonas,0.215,0.76,0.666
S61,Porphyromonas,Porphyromonas,Prevotella,0.184,0.738,0.739
S61,Prevotella,Prevotella,Streptococcus,0.123,0.567,0.624
S61,Streptococcus,Streptococcus,Lactobacillus,0.114,0.466,0.636
S61,Lactobacillus,Lactobacillus,Fusobacterium,0.079,0.463,0.626
S61,Fusobacterium,Fusobacterium,Prevotella,0.215,0.76,0.717
S62,Fusobacterium,Fusobacterium,Porphyromonas,0.186,0.688,0.607
S62,Porphyromonas,Porphyromonas,Prevotella,0.158,0.626,0.565
S62,Prevotella,Prevotella,Streptococcus,0.121,0.594,0.552
S62,Streptococcus,Streptococcus,Lactobacillus,0.101,0.499,0.577
S62,Lactobacillus,Lactobacillus,Fusobacterium,0.096,0.434,0.549
S62,Fusobacterium,Fusobacterium,Prevotella,0.186,0.688,0.557
S63,Fusobacterium,Fusobacterium,Porphyromonas,0.141,0.578,0.511
S63,Porphyromonas,Porphyromonas,Prevotella,0.14,0.609,0.479
S63,Prevotella,Prevotella,Streptococcus,0.095,0.533,0.466
