sample_id,bile_acids,scfa,tryptophan_metabolism
E198,0.81,0.484,0.722
E199,0.689,0.52,0.632
E200,0.557,0.666,0.56
E201,0.67,0.554,0.641
E202,0.58,0.617,0.558
E203,0.485,0.679,0.49
E204,0.69,0.56,0.68
E205,0.745,0.504,0.71
E206,0.679,0.554,0.625
E207,0.771,0.49,0.722
E208,0.621,0.606,0.554
E209,0.792,0.483,0.728
E210,0.559,0.632,0.56
E211,0.749,0.532,0.691
E212,0.613,0.626,0.588
E213,0.609,0.577,0.618
E214,0.684,0.578,0.684
E215,0.755,0.523,0.733
E216,0.634,0.566,0.626
E217,0.66,0.585,0.592
E218,0.525,0.697,0.482
E219,0.709,0.578,0.701
E220,0.912,0.451,0.803
E221,0.723,0.499,0.647
E222,0.821,0.488,0.726
E223,0.822,0.475,0.749
E224,0.696,0.565,0.664
E225,0.48,0.664,0.48
E226,0.747,0.495,0.717
E227,0.578,0.608,0.52
E228,0.467,0.719,0.495
E229,0.562,0.651,0.588
E230,0.729,0.545,0.667
E231,0.81,0.489,0.769
E232,0.658,0.561,0.583
E233,0.592,0.609,0.591
E234,0.52,0.666,0.557
E235,0.672,0.56,0.642
E236,0.822,0.463,0.708
E237,0.629,0.557,0.633
E238,0.81,0.472,0.732
E239,0.591,0.611,0.599
E240,0.573,0.648,0.56
E241,0.839,0.427,0.733
E242,0.531,0.644,0.517
E243,0.671,0.56,0.608
E244,0.551,0.704,0.537
E245,0.618,0.583,0.644
E246,0.727,0.537,0.664
E247,0.654,0.539,0.637
E248,0.661,0.542,0.625
E249,0.621,0.597,0.596
E250,0.65,0.549,0.617
E251,0.63,0.569,0.564
E252,0.589,0.61,0.527
E253,0.579,0.597,0.55
E254,0.608,0.61,0.565
E255,0.755,0.512,0.735
E256,0.781,0.53,0.672
E257,0.542,0.693,0.515
E258,0.7,0.578,0.646
E259,0.637,0.575,0.613
E260,0.52,0.677,0.495
E261,0.544,0.639,0.499
E262,0.534,0.679,0.488
E263,0.604,0.626,0.594
E264,0.762,0.526,0.723
E265,0.543,0.646,0.565
E266,0.526,0.668,0.526
E267,0.559,0.674,0.506
E268,0.624,0.584,0.576
E269,0.84,0.507,0.689
E270,0.708,0.541,0.614
E271,0.666,0.592,0.626
E272,0.681,0.549,0.635
E273,0.707,0.557,0.662
E274,0.638,0.561,0.562
E275,0.562,0.646,0.52
E276,0.786,0.526,0.735
E277,0.588,0.61,0.577
E278,0.772,0.489,0.718
E279,0.551,0.637,0.563
E280,0.581,0.599,0.548
E281,0.598,0.628,0.542
E282,0.767,0.531,0.736
E283,0.73,0.532,0.663
E284,0.74,0.563,0.692
E285,0.675,0.563,0.671
E286,0.471,0.706,0.425
E287,0.492,0.641,0.495
E288,0.626,0.58,0.592
E289,0.561,0.62,0.488
E290,0.702,0.556,0.696
E291,0.736,0.511,0.679
E292,0.552,0.636,0.561
E293,0.576,0.615,0.59
E294,0.656,0.562,0.574
E295,0.598,0.61,0.544
E296,0.488,0.691,0.483
E297,0.547,0.633,0.539
E298,0.584,0.63,0.507
E299,0.545,0.673,0.515
E300,0.578,0.611,0.561
E301,0.56,0.613,0.57
E302,0.557,0.659,0.534
E303,0.466,0.706,0.455
E304,0.756,0.5,0.695
E305,0.742,0.54,0.692
E306,0.547,0.643,0.563
E307,0.727,0.557,0.695
E308,0.662,0.58,0.621
E309,0.603,0.603,0.608
E310,0.758,0.532,0.706
E311,0.75,0.545,0.683
E312,0.644,0.587,0.637
E313,0.539,0.653,0.539
E314,0.563,0.625,0.523
E315,0.689,0.542,0.656
E316,0.584,0.579,0.56
E317,0.8,0.485,0.719
E318,0.763,0.515,0.742
E319,0.81,0.451,0.695
E320,0.651,0.572,0.596
E321,0.667,0.543,0.607
E322,0.587,0.609,0.61
E323,0.579,0.64,0.534
E324,0.621,0.598,0.6
E325,0.752,0.516,0.707
E326,0.774,0.523,0.707
E327,0.567,0.626,0.549
E328,0.569,0.62,0.577
E329,0.641,0.585,0.577
E330,0.836,0.459,0.745
E331,0.716,0.565,0.67
E332,0.656,0.573,0.645
E333,0.66,0.558,0.643
E334,0.726,0.534,0.68
E335,0.545,0.631,0.522
E336,0.714,0.509,0.663
E337,0.668,0.578,0.666
E338,0.694,0.551,0.616
E339,0.698,0.57,0.668
E340,0.628,0.557,0.6
E341,0.651,0.587,0.596
E342,0.572,0.633,0.523
E343,0.636,0.574,0.606
E344,0.522,0.694,0.537
E345,0.788,0.536,0.714
E346,0.591,0.599,0.558
E347,0.778,0.486,0.71
E348,0.632,0.584,0.613
E349,0.581,0.627,0.573
E350,0.753,0.51,0.683
E351,0.729,0.549,0.693
E352,0.697,0.564,0.637
E353,0.548,0.635,0.503
E354,0.564,0.639,0.58
E355,0.603,0.595,0.573
E356,0.606,0.602,0.596
E357,0.629,0.602,0.599
E358,0.678,0.567,0.632
E359,0.508,0.65,0.517
E360,0.591,0.608,0.569
