sample_id,bile_acids,scfa,tryptophan_metabolism
S47,0.50433291,0.47340164,0.51429573
S48,0.63997494,0.23402776,0.74124344
S49,0.48868223,0.48296319,0.59462074
S50,0.55841805,0.53971960,0.38166179
S51,0.31913682,0.58042025,0.41147414
S52,0.84724745,0.42346506,0.70429585
S53,0.58556878,0.53023411,0.59873656
S54,0.72568231,0.60007137,0.69825521
S55,0.60019110,0.31925181,0.38957298
S56,0.47752654,0.36137855,0.49096851
S57,0.64430469,0.40892726,0.44689252
S58,0.89045309,0.35432242,0.73187912
S59,0.64715789,0.35845556,0.64089131
S60,0.51778119,0.58475882,0.53251046
S61,0.82516270,0.19159154,0.52460464
S62,0.74542847,0.55980895,0.50876256
S63,0.92974264,0.40876985,0.66141489
S64,0.56527201,0.30540608,0.45290939
S65,0.64823093,0.79311372,0.41618165
S66,0.84702507,0.36630848,0.43588439
S67,0.66423676,0.55319144,0.44456700
S68,0.63580153,0.42850058,0.43950171
S69,0.44843137,0.56149480,0.51354739
S70,0.57978876,0.68922618,0.54479293
S71,0.87836940,0.05858556,0.68499843
S72,0.49949338,0.43860708,0.47199408
S73,0.50662105,0.68187744,0.45307875
S74,0.59093947,0.73418666,0.21104441
S75,0.53893699,0.51757137,0.42398706
S76,0.57287639,0.23605901,0.47471783
S77,0.59517866,0.40989503,0.36371716
S78,0.56760254,0.75590030,0.38813006
S79,0.71218542,0.31540741,0.59627614
S80,0.55992558,0.38621909,0.55235601
S81,0.43646804,0.44016822,0.55130163
S82,0.76697586,0.35243298,0.69043639
S83,0.81419004,0.48927852,0.62322178
S84,0.57156178,0.62332765,0.36021439
S85,0.63568629,0.48100670,0.47281345
S86,0.55512568,0.65935441,0.70957215
S87,0.59937862,0.39496194,0.81867183
S88,0.52974059,0.23768047,0.41016565
S89,0.67132782,0.42571465,0.63929155
S90,0.73965130,0.42526637,0.67448387
S91,0.47822122,0.58129077,0.50229557
S92,0.42921772,0.63086672,0.49254380
S93,1.00000000,0.45497156,0.68035196
S94,0.50337658,0.52213792,0.68493885
S95,0.55656781,0.49466204,0.48978490
S96,0.45646126,0.59337157,0.08059573
S97,0.57733066,0.61512929,0.55182452
S98,0.62197646,0.41027666,0.61787772
S99,0.83325817,0.71542526,0.34562643
S100,0.62944606,0.46118966,0.35813925
S101,0.85711903,0.34080131,0.79896475
S102,0.44833041,0.40693126,0.39876761
S103,0.63569069,0.46533184,0.63949666
S104,0.40371607,0.58951376,0.54834013
S105,0.49893289,0.69331789,0.32005024
S106,0.59056032,0.62489705,0.67147962
S107,0.48604983,0.61131878,0.41389491
S108,0.55813015,0.54499619,0.78419009
S109,0.51237877,0.88523565,0.62199475
S110,0.70607126,0.70990839,0.56347655
S111,0.78832441,0.27521915,0.59982757
S112,0.87338512,0.69934515,0.60210655
S113,0.30194510,0.40858304,0.57059398
S114,0.60690266,0.42212039,0.74539494
S115,0.32293633,0.52307039,0.33692695
S116,0.53826310,0.57115586,0.57240578
S117,0.52823541,0.26393067,0.61259802
S118,0.73665400,0.25010781,0.66075381
S119,0.55120356,0.67593884,0.62262930
S120,0.88694123,0.48455044,0.68109261
S121,0.58729104,0.49305588,0.70376419
S122,0.56211003,0.46065158,0.55428369
S123,0.76970807,0.27682397,0.92460781
S124,0.29353569,0.78174206,0.61041741
S125,0.48272256,0.45009324,0.62856769
S126,0.58353143,0.63048018,0.44177737
S127,0.76763832,0.39006941,0.62057817
S128,0.70937280,0.65269759,0.62617399
S129,0.74113897,0.31993483,0.34774264
S130,0.52598851,0.69220211,0.48417087
S131,0.49591730,0.62684815,0.58812130
S132,0.65459197,0.69310583,0.65734915
S133,0.87905663,0.20547281,0.79580547
S134,0.58233093,0.18657067,0.84117346
S135,0.54134029,0.57296363,0.69007397
S136,0.70467576,0.53889418,0.57167697
S137,0.63533436,0.31340556,0.38068728
S138,0.65699896,0.43095165,0.18838073
S139,0.44955574,0.69410792,0.75486550
S140,0.56682840,0.61287241,0.35959406
S141,0.54483154,0.37043199,0.75389107
S142,0.56295398,0.64547736,0.74847611
S143,0.68501664,0.54655503,0.86150188
S144,0.81246219,0.21410026,0.41468608
S145,0.79509436,0.54919402,0.60335239
S146,0.46037537,0.69252575,0.32113951
S147,0.55337467,0.41444002,0.47883194
S148,0.46532747,0.61191292,0.58125327
S149,0.67583038,0.50441834,0.45743340
S150,0.58727309,0.34122892,0.69961773
S151,0.35235044,0.56170435,0.38738035
S152,0.36624421,0.48716312,0.66567433
S153,0.76276787,0.47620246,0.62308726
S154,0.46004179,0.60508562,0.41189471
S155,0.64611745,0.46276001,0.49555108
S156,0.58458279,0.50882798,0.36231535
S157,0.46080937,0.54261286,0.50434805
S158,0.49511671,0.66700212,0.36776312
S159,0.72359415,0.32761621,0.45763625
S160,0.62110977,0.62314344,0.51825557
S161,0.59082890,0.43958316,0.69129444
S162,0.57346544,0.39187224,0.37836379
S163,0.54101099,0.60800635,0.60431651
S164,0.47301337,0.29908169,0.75327958
S165,0.91851881,0.47756269,0.42124278
S166,0.51938459,0.40297897,0.45298671
S167,0.73440921,0.49905484,0.96035649
S168,0.66433090,0.50051609,0.65170265
S169,0.51035631,0.69961186,0.47593079
S170,0.76436024,0.64241774,0.31894896
S171,0.84845890,0.47970747,0.60345747
S172,0.87757834,0.26900903,0.90908941
S173,0.37404486,0.74222443,0.54491625
S174,0.40562069,0.78616850,0.71707123
S175,0.35797975,0.23607854,0.71883678
S176,0.76535710,0.49238488,0.79035238
S177,0.61439637,0.38486283,0.53179030
S178,0.60541537,0.46566874,0.37858587
S179,0.43339841,0.47894863,0.47390643
S180,0.72898884,0.28458817,0.63138216
S181,0.73969158,0.34750322,0.57615224
S182,0.49875180,0.47682701,0.55629252
S183,0.58974317,0.53419489,0.66886241
S184,0.57335748,0.49558449,0.58847630
S185,0.79706729,0.46545500,0.52668154
S186,0.55224130,0.49978297,0.43500672
S187,0.40409328,0.60532082,0.38120664
S188,0.45591019,0.62098721,0.17778386
S189,0.74947823,0.50150907,0.46186580
S190,0.57811482,0.58123812,0.38039125
S191,0.44272993,0.44955359,0.72931300
S192,0.77972671,0.29073120,0.69637207
S193,0.72689320,0.28737005,0.61205627
S194,0.38598555,0.43670408,0.42705103
S195,0.74820841,0.71209277,0.57534260
S196,0.82500662,0.35045145,0.66105991
S197,0.51455393,0.46710098,0.48191438
S198,0.62176071,0.67467631,0.52919050
S199,0.92416008,0.46514027,0.70436028
S200,0.67805554,0.32604637,0.45979045
S201,0.69403562,0.43647584,0.50003623
S202,0.48081568,0.59485473,0.68334886
S203,0.39122123,0.62452989,0.59521918
S204,0.46749255,0.24881816,0.55870990
S205,0.34186095,0.90210434,0.55516153
S206,0.65225773,0.35743064,0.48682572
S207,0.41274055,0.36938225,0.51644698
S208,0.36333976,0.35274478,0.54077129
S209,0.59101034,0.39486108,0.61230300
S210,0.82182453,0.31046543,0.56164697
S211,0.52097155,0.48971142,0.51472335
S212,0.83036084,0.50557009,0.47147090
S213,0.50881277,0.51426182,0.10158840
S214,0.44333779,0.46357508,0.47305762
S215,0.61233655,0.58402565,0.49511018
S216,0.82592086,0.23040390,0.52682482
S217,0.57862820,0.68571932,0.44345518
S218,0.48450604,0.61325452,0.57023316
S219,0.75072953,0.83997759,0.46939349
S220,0.65791420,0.60573701,0.71518157
S221,0.55934815,0.50786928,0.69524123
S222,0.58640115,0.57468149,0.58417751
S223,0.43124943,0.42255485,0.63683339
S224,0.69966595,0.32812519,0.80013436
S225,0.77642658,0.36343154,0.55315416
S226,0.50615179,0.59782063,0.53231780
S227,0.36606488,0.86808877,0.35963588
S228,0.63640468,0.50408719,0.46278490
S229,0.47542905,0.57823732,0.24168365
S230,0.61681972,0.58637606,0.45851889
S231,0.61926470,0.51802701,0.33621270
S232,0.69743061,0.43924128,0.75223441
S233,0.39528050,0.59856525,0.66241212
S234,0.57731181,0.57609328,0.47180123
S235,0.71543751,0.52354591,0.48188453
S236,0.27911698,0.54227200,0.46621907
S237,0.45869708,0.64947048,0.47226624
S238,0.54091441,0.86607997,0.28666820
S239,0.84887425,0.35987341,0.52839994
S240,0.55921520,0.44112287,0.82920929
S241,0.52065299,0.51692440,0.45538804
S242,0.53895931,0.42659936,0.66894487
S243,0.60326089,0.30519425,0.25008944
S244,0.71912509,0.44711668,0.61225954
S245,0.48294199,0.26470925,0.67340780
S246,0.25580780,0.55115992,0.43124491
S247,0.60398566,0.49402515,0.63782794
S248,0.56063138,0.20090405,0.44015587
S249,0.36420571,0.87027497,0.33842294
S250,0.53244878,0.61976919,0.45382170
S251,0.41048000,0.38426978,0.48523444
S252,0.32658229,0.43449692,0.49623977
S253,0.82412451,0.44257684,0.51846936
S254,0.56446767,0.41041849,0.58488576
S255,0.71504002,0.59593830,0.41364550
S256,0.67310996,0.20171478,0.66328568
S257,0.72944630,0.65546869,0.43776419
S258,0.55574746,0.34791662,0.51497282
S259,0.39650494,0.56243273,0.77295870
S260,0.56012866,0.37764383,0.64693012
S261,0.56327865,0.58509141,0.36690980
S262,0.73147736,0.51882651,0.47404265
S263,0.78985052,0.27683959,0.44505135
S264,0.72563731,0.42247699,0.58993206
S265,0.52025201,0.36287088,0.67268533
S266,0.57762490,0.82448510,0.64440929
S267,0.42104796,0.34896741,0.81724840
S268,0.66860750,0.56903157,0.65766953
S269,0.66237626,0.39374877,0.62460120
S270,0.48125208,0.64286685,0.63081857
S271,0.27752181,0.46424410,0.63650664
S272,0.68370937,0.50065814,0.46405991
S273,0.67668603,0.57102874,0.61567261
S274,0.58446129,0.46431323,0.51136374
S275,0.68810419,0.42443300,0.56830460
S276,0.58460809,0.34029587,0.38569237
S277,0.51565320,0.44267851,0.66255989
S278,0.55253891,0.31883371,0.57127389
S279,0.39002126,0.54626649,0.50451733
S280,0.84515927,0.35602658,0.70684848
S281,0.92173546,0.37712433,0.60247079
S282,0.50275808,0.58627010,0.66042246
S283,0.74883470,0.50607238,0.52964638
S284,0.44416540,0.64093981,0.44498127
S285,0.77544100,0.57942140,0.55163259
S286,0.67622773,0.39063966,0.57892195
S287,0.51992301,0.50384446,0.58273311
S288,0.77146519,0.47618446,0.46289482
S289,0.58757397,0.64842207,0.62057733
S290,0.46807594,0.64169446,0.67987566
S291,0.68093273,0.39909928,0.73809729
S292,0.60363992,0.73653809,0.22923766
S293,0.64443744,0.35141545,0.68732013
S294,0.53777348,0.34575723,0.30990774
S295,0.47907476,0.37076751,0.45224802
S296,0.36554741,0.35244749,0.47030452
S297,0.48538971,0.50302477,0.70855370
S298,0.60588539,0.35998949,0.64559308
S299,0.35599723,0.57788809,0.41078780
S300,0.31170333,0.85281827,0.45287656
S301,0.55981536,0.57706016,0.44238017
S302,0.60531878,0.36399752,0.61677937
S303,0.59948491,0.22607047,0.57457562
S304,0.55731743,0.47153239,0.18037783
S305,0.85372489,0.66818920,0.64235853
S306,0.46092663,0.51398837,0.43718626
S307,0.62539760,0.64224418,0.69599709
S308,0.70573210,0.45412068,0.64499562
S309,0.54808260,0.47376290,0.66812070
S310,0.75043071,0.31406310,0.46386560
S311,0.70130565,0.44965289,0.60618459
S312,0.74270026,0.60376054,0.57833791
S313,0.72239760,0.43916322,0.73739854
S314,0.38418593,0.58803175,0.53003544
S315,0.30059616,0.54793559,0.56665146
S316,0.66281448,0.65444219,0.52939959
S317,0.44807144,0.43792281,0.82500374
S318,0.68168957,0.39756922,0.50631710
S319,0.39743500,0.47888702,0.43030427
S320,0.48742705,0.58084519,0.66811944
S321,0.82389861,0.63106591,0.53460040
S322,0.57130674,0.28041024,0.44393042
S323,0.47279619,0.40700953,0.61816873
S324,0.94468610,0.34043315,0.73495369
S325,0.78362931,0.00000000,0.64742209
S326,0.73733500,0.42942757,0.74992593
S327,0.63064176,0.48181001,0.79387048
S328,0.56394771,0.64110035,0.53638830
S329,0.96145172,0.36563451,0.49338551
S330,0.55246801,0.50677736,0.64936053
S331,0.64215620,0.35072942,0.37712830
S332,0.56657507,0.41467755,0.66239031
S333,0.63658071,0.44468962,0.55322630
S334,0.67400963,0.61823001,0.55058210
S335,0.50724217,0.24753569,0.58011763
S336,0.52164606,0.47946561,0.67237235
S337,0.38953971,0.24302364,0.33635255
S338,0.65699032,0.56064893,0.71469216
S339,0.52775343,0.56636026,0.38169551
S340,0.68033638,0.42003649,0.61255679
S341,0.32645911,0.83541712,0.62884108
S342,0.57022208,0.47903598,0.64952548
S343,0.45208254,1.00000000,0.42990521
S344,0.24005450,0.43420057,0.55980618
S345,0.40957541,0.67639841,0.44243780
S346,0.72373916,0.54119040,0.49715012
S347,0.40727118,0.51848501,0.63297118
S348,0.79194171,0.30734674,0.56808813
S349,0.79730791,0.25088942,0.59122733
S350,0.56941640,0.47946075,0.58713591
S351,0.66419212,0.77896899,0.50572258
S352,0.66647751,0.50406017,0.67672388
S353,0.80430639,0.42143778,0.64409721
S354,0.71476348,0.67637362,0.62885548
S355,0.64953252,0.10453282,0.65555563
S356,0.88971725,0.69192942,0.54934776
S357,0.63708071,0.22946602,0.53636676
S358,0.63316956,0.29724353,0.46037431
S359,0.65820366,0.49895286,0.71256246
S360,0.67867889,0.65481456,0.54906987
S361,0.54600792,0.46885631,0.52021013
S362,0.66326985,0.26413000,0.57754511
S363,0.44288778,0.60771426,0.56763702
S364,0.63667680,0.41700883,0.60077074
S365,0.54231355,0.57124423,0.43746808
S366,0.41293129,0.66534880,0.65336019
S367,0.37370149,0.49360464,0.34822910
S368,0.77967034,0.35859889,0.60838189
S369,0.59666390,0.55350444,0.38539168
S370,0.60980107,0.55152944,0.74866365
S371,0.42409072,0.26138409,0.66175314
S372,0.68523101,0.53310514,0.68231214
S373,1.00000000,0.48588015,0.43149328
S374,0.67362942,0.39043818,0.53410415
S375,0.58398106,0.53466970,0.79374381
S376,0.83170521,0.28774798,0.31026319
S377,0.51748700,0.42821219,0.54324610
S378,0.66444981,0.38416440,0.53058811
S379,0.35243596,0.69612918,0.61301288
S380,0.39784724,0.50120760,0.49874246
S381,0.60764451,0.48937561,0.71486678
S382,0.44010432,0.67972410,0.54522972
S383,0.22762489,0.86127990,0.26334890
S384,0.61941165,0.46429425,0.75113933
S385,0.54415168,0.55594923,0.75209840
S386,0.43988097,0.57542331,0.38127863
S387,0.59535710,0.58409085,0.45880603
S388,0.62454271,0.25346885,0.55655713
S389,0.88491733,0.61184849,0.37556153
S390,0.38622020,0.69631708,0.67064916
S391,0.71753105,0.27306439,0.58715391
S392,0.42076570,1.00000000,0.38402447
S393,0.58835291,0.71191654,0.69641727
S394,0.51147280,0.52176549,0.42456980
S395,0.49934007,0.64623596,0.83017420
S396,0.41840298,0.59502466,0.52035220
S397,0.60769677,0.41483327,0.72900675
S398,0.41136417,0.69869885,0.73582381
S399,0.36703453,0.19720329,0.71464578
S400,0.58968689,0.44677010,0.56668404
S401,0.58701938,0.70704556,0.60074910
S402,0.61332783,0.51549462,0.68346108
S403,1.00000000,0.46009780,0.55084492
S404,0.68327409,0.64976751,0.56718530
S405,0.68794114,0.38876531,0.42837287
S406,0.58106900,0.68905543,0.42680001
S407,0.32336219,0.39666870,0.68528520
S408,0.53248768,0.61280890,0.38425115
S409,0.42196896,0.40867820,0.42031459
S410,0.55102061,0.49028200,0.51842574
S411,0.76328816,0.29109961,0.48795328
S412,0.42635900,0.46116513,0.46403155
S413,0.55624757,0.69904792,0.94035966
S414,0.61629406,0.59830082,0.55229957
S415,0.82919700,0.14076223,0.55895123
S416,0.50024470,0.39317232,0.56307166
S417,0.44039954,0.63573555,0.42744790
S418,0.46984994,0.68201233,0.39499105
S419,0.63648083,0.68668510,0.36605872
S420,0.80721748,0.35767348,0.54028892
S421,0.76916231,0.46083561,0.47846537
S422,0.54074865,0.42283525,0.63095303
S423,0.70059563,0.34848658,0.53913435
S424,0.56321089,0.41673363,0.76774599
S425,0.27826425,0.42261582,0.36943803
S426,0.71951263,0.40266976,0.75198168
S427,0.41685460,0.40933287,0.57576283
S428,0.61539896,0.75796824,0.38005624
S429,0.53096959,0.31471974,0.48775433
S430,0.69289304,0.39480370,0.73003179
S431,0.60804438,0.54085661,0.70169338
S432,0.46572525,0.51044284,0.60778173
S433,0.60369657,0.38665360,0.61824885
S434,0.67818598,0.44319384,0.33980979
S435,0.48373592,0.55565766,0.41912347
S436,0.77180257,0.27527262,0.51660785
S437,0.62460915,0.53519370,0.53739723
S438,0.57125335,0.57405404,0.60616231
S439,0.66700104,0.69645546,0.68726450
S440,0.63614879,0.56277407,0.29850933
S441,0.51532779,0.73134128,0.49360376
S442,0.46843371,0.75671152,0.11255975
S443,0.58966630,0.53207007,0.47321680
S444,0.49963054,0.60408919,0.49450222
S445,0.26034229,0.48241782,0.56026302
S446,0.64042055,0.57850498,0.58584930
S447,0.61819039,0.33021487,0.45787097
S448,0.76631561,0.42687308,0.65078776
S449,0.66997696,0.30533788,0.54423654
S450,0.22946308,0.64669396,0.55318740
S451,0.72023653,0.30445136,0.80461885
S452,0.70036560,0.59257140,0.69984524
S453,0.72399319,0.14247377,0.92711560
S454,0.71639393,0.33689803,0.59997344
S455,0.78142192,0.33974934,0.62033080
S456,0.57176965,0.51678558,0.49517259
S457,0.46180921,0.55446588,0.21167120
S458,0.71916234,0.29705454,0.57676186
S459,0.47853895,0.63793696,0.74290541
S460,0.81162384,0.22731068,0.49126313
S461,0.48636811,0.51478423,0.68844757
S462,0.39972509,0.55483181,0.50887181
S463,0.60608104,0.47981229,0.72755317
S464,0.61767526,0.40963366,0.65009489
S465,0.91131417,0.57440787,0.54219278
S466,0.84499126,0.70934885,0.65355894
S467,0.70475186,0.45523754,0.60159613
S468,0.51697351,0.35264439,0.48504624
S469,0.41810477,0.72270358,0.46772680
S470,0.60517801,0.37991700,0.58808852
S471,0.27284445,0.56655898,0.38428782
S472,0.57339219,0.38205852,0.69049486
S473,0.79903724,0.28799836,0.77571679
S474,0.49723453,0.76836668,0.40164151
S475,0.68146171,0.50659959,0.63251988
S476,0.85650725,0.51353086,0.61611466
S477,0.62594175,0.33023459,0.63893001
S478,0.69425903,0.44375385,0.63810539
S479,0.65032787,0.47555561,0.67301716
S480,0.69910538,0.59456582,0.79026114
S481,0.85381797,0.28848841,0.41892292
S482,0.59443426,0.47766453,0.56731692
S483,0.58817363,0.37006077,0.64517959
S484,0.50955802,0.45105721,0.19416792
S485,0.59102741,0.53130322,0.40215966
S486,0.68476379,0.70000588,0.80578030
S487,0.52822118,0.48718147,0.67445429
S488,0.54974801,0.61220569,0.52827582
S489,0.39000312,0.28491075,0.33467566
S490,0.84259870,0.46121353,0.47422483
S491,0.60996219,0.74898337,0.80501320
S492,0.53788437,0.21968324,0.44340015
S493,0.73642743,0.21031335,0.56846014
S494,0.53721110,0.58110284,0.52644202
S495,0.37905097,0.42394416,0.52766721
S496,0.58531285,0.49358864,0.55607589
S497,0.51257604,0.66436667,0.18279477
S498,0.55482164,0.76031813,0.68206831
S499,0.82160817,0.43893251,0.49707089
S500,0.62213736,0.68469511,0.66443394
S501,0.56730422,0.91027737,0.53005500
S502,0.46500639,0.48393170,0.44915078
S503,0.59466218,0.25437387,0.55216112
S504,0.57333050,0.65557929,0.24098261
S505,0.40322219,0.29483851,0.41269762
S506,0.13090949,0.99611856,0.30214909
S507,0.48965167,0.62054828,0.62950133
S508,0.50925050,0.31535766,0.32485706
S509,0.62120567,0.38921586,0.43282865
S510,0.68397951,0.26846289,0.86853758
S511,0.77756053,0.25716559,0.60352349
S512,0.46652028,0.70276873,0.43331880
S513,0.53136379,0.73500045,0.46775780
S514,0.32048804,0.62924616,0.46476757
S515,0.85017302,0.00493102,0.64931308
S516,0.58679210,0.48342685,0.59502808
S517,0.60425083,0.69391429,0.35431409
S518,0.76324373,0.14184865,0.63676107
S519,0.57027327,0.28176227,0.74839022
S520,0.73394513,0.53226768,0.56678317
S521,1.00000000,0.36119512,0.79853028
S522,0.82750403,0.58583720,0.47643200
S523,0.33806195,0.68429884,0.48830883
S524,0.51807188,0.25667042,0.57365202
S525,0.45884217,0.42377160,0.70462716
S526,0.58233206,0.45112054,0.61858676
S527,0.39798262,0.48664161,0.48863062
S528,0.67032773,0.66781104,0.35860523
S529,0.68853382,0.60768842,0.79628246
S530,0.57566403,0.53235549,0.52911734
S531,0.65844613,0.41239934,0.76028320
S532,0.41585778,0.66623930,0.79702825
S533,0.49418081,0.53008098,0.58280203
S534,0.55683374,0.58349027,0.80655415
S535,0.49755108,0.40444351,0.26173221
S536,0.43230914,0.61578078,0.59078210
S537,0.23349529,0.62488728,0.34444697
S538,0.88864379,0.36245573,0.73989459
S539,0.56395639,0.70855138,0.66238816
S540,0.71157101,0.44181869,0.46564259
S541,0.85418697,0.37716281,0.51934367
S542,0.65772211,0.56571642,0.56505858
S543,0.81758838,0.19265322,0.64432999
S544,0.30176194,0.64003706,0.52795624
S545,0.72442624,0.60985945,0.67632636
S546,0.66039287,0.18889865,0.61219726
S547,0.74616947,0.60529804,0.43906200
S548,0.60338128,0.35289381,0.33592188
S549,0.59063838,0.70014518,0.26845048
S550,0.66954038,0.59061541,0.65716081
S551,0.94178979,0.65370475,0.40578425
S552,0.70319379,0.34313277,0.46269710
S553,0.61084843,0.51121157,0.31336862
S554,0.61348148,0.77232112,0.58498692
S555,0.82208434,0.38168703,0.49825073
S556,0.49712726,0.47192104,0.63315224
S557,0.44224621,0.60171057,0.61725330
S558,0.50236640,0.63038047,0.37498709
S559,0.52863585,0.48118186,0.61469795
S560,0.48939334,0.49192214,0.71931287
S561,0.75243938,0.62796578,0.42482976
S562,0.61175871,0.46762388,0.64398810
S563,0.69174265,0.61242992,0.45378953
S564,0.55121120,0.18539029,0.69307060
S565,0.59300884,0.35711547,0.61470804
S566,0.71843519,0.36300660,0.91663277
S567,0.41509040,0.40530713,0.60745369
S568,0.55523328,0.64462432,0.49052193
S569,0.47109923,0.53686687,0.60703905
S570,0.51079944,0.89378617,0.59362991
S571,0.51395611,0.38369303,0.75132999
S572,0.42190273,0.69754662,0.25468518
S573,0.65540753,0.39953415,0.42643354
S574,0.75813176,0.49995388,0.43270950
S575,0.80029338,0.28460714,0.74969365
S576,0.46055569,0.95063838,0.47931313
S577,0.79853934,0.43340617,0.45988637
S578,0.70618317,0.55076999,0.47883309
S579,0.78220024,0.36105073,0.38628607
S580,0.71272360,0.51575773,1.00000000
S581,0.59567965,0.40556233,0.58470804
S582,0.65486381,0.42150304,0.53696261
S583,0.94980505,0.29294699,0.41586249
S584,0.73439120,0.20428571,0.46260121
S585,0.61635197,0.22107998,0.59919186
S586,0.61395708,0.12838736,0.43126022
S587,0.62055100,0.37286864,0.78421557
S588,0.75820934,0.45985046,0.41627094
S589,0.74209105,0.38592346,0.42951901
S590,0.53588399,0.63553347,0.77524851
S591,0.49181051,0.56152030,0.77619010
S592,0.50392068,0.61035033,0.34029535
S593,0.45441479,0.57903597,0.48294315
S594,0.66853211,0.60639948,0.58116339
S595,0.44707594,0.67451317,0.40878297
S596,0.46813420,0.41876282,0.49331616
S597,0.46039243,0.56302686,0.42826463
S598,0.74639489,0.57527960,0.39653402
S599,0.77769354,0.39097311,0.62306921
S600,0.47463422,0.82089339,0.48063824
S601,0.69881710,0.33371579,0.57224484
S602,0.76707334,0.45841352,0.72806918
S603,0.65205815,0.41712455,0.61456966
S604,0.64341354,0.43049020,0.64293706
S605,0.68177384,0.19280135,0.62699014
S606,0.45052477,0.43434235,0.44961526
S607,0.52240018,0.28156807,0.46423298
S608,0.68726290,0.34044860,0.65441671
S609,0.65948960,0.60676844,0.41284571
S610,0.53603921,0.41123354,0.47755478
S611,0.48756300,0.50481260,0.66575089
S612,0.80868071,0.77032176,0.44484954
S613,0.68368056,0.46375148,0.74622310
S614,0.69715145,0.60246866,1.00000000
S615,0.86498585,0.71959908,0.54981390
S616,0.64563337,0.56995964,0.53804934
S617,0.39968507,0.51950586,0.24559197
S618,0.70161542,0.45571674,0.44796474
S619,0.68028062,0.63658059,0.54002714
S620,0.69929560,0.53301327,0.61380045
S621,0.52982650,0.41795239,0.66582917
S622,0.56258436,0.44706821,0.55933927
S623,0.70071802,0.66968745,0.68925690
S624,0.67728637,0.36556388,0.55839341
S625,0.78255972,0.60211588,0.59718334
S626,0.60045099,0.34520332,0.56126726
S627,0.07441164,0.78439466,0.72292918
S628,0.55473640,0.56532335,0.69931740
S629,0.39778759,0.59541934,0.35964094
S630,0.36279164,0.49234567,0.70377182
S631,0.30682751,0.48535064,0.83222942
S632,0.81737748,0.38613898,0.75554401
S633,0.52731097,0.33983278,0.32451642
S634,0.66288388,0.64901154,0.66608193
S635,0.47422022,0.33322787,0.50666195
S636,0.52113687,0.53026113,0.51949688
S637,0.46203213,0.37757193,0.54726931
S638,0.70412412,0.35102730,0.58373489
S639,0.59297422,0.48525635,0.35910372
S640,0.41472458,0.69545257,0.65548787
S641,0.62039165,0.41578122,0.64411474
S642,0.36925037,0.46587815,0.49223256
S643,0.42074878,0.72755503,0.53944012
S644,0.30661168,0.68259556,0.61673084
S645,0.39075845,0.46636804,0.63861019
S646,0.98406454,0.22043706,0.67232934
S647,0.56955751,0.74193138,0.38238819
S648,0.65902470,0.31642874,0.51259012
S649,0.41230679,0.29770581,0.68588719
S650,0.47711748,0.75939968,0.52776911
S651,0.51365091,0.31282474,0.90097925
S652,0.72469650,0.24801955,0.33799191
S653,0.50944240,0.68260238,0.54492766
S654,0.39717407,0.63330677,0.41950926
S655,0.59773031,0.56353794,0.50479313
S656,0.44336849,0.54264163,0.38091921
S657,0.51966229,0.49194647,0.49194622
S658,0.78514264,0.59681663,0.48895327
S659,0.71186821,0.46475425,0.31913982
S660,0.67243866,0.53261695,0.69601844
S661,0.65537133,0.45183263,0.85602009
S662,0.73940992,0.56276549,0.54901907
S663,0.45212553,0.47127695,0.26207737
S664,0.72951455,0.64001632,0.43920175
