sample_id,node_name,src,dst,abundance,function_score,edge_weight
S10,Streptococcus,Fusobacterium,Lactobacillus,0.54501011,0.55825869,0.16397741
S10,Lactobacillus,Porphyromonas,Prevotella,0.33584954,0.32480806,0.26636274
S10,Fusobacterium,Porphyromonas,Streptococcus,0.55472349,0.64371996,0.30028564
S10,Porphyromonas,Porphyromonas,Lactobacillus,0.45591492,0.52808268,0.17588559
S10,Prevotella,Prevotella,Streptococcus,0.97230000,0.69269350,0.23909460
S10,Streptococcus,Prevotella,Lactobacillus,0.54501011,0.55825869,0.04451671
S10,Lactobacillus,Streptococcus,Lactobacillus,0.33584954,0.32480806,0.36181785
S11,Fusobacterium,Fusobacterium,Porphyromonas,0.45432548,0.57904537,0.16684257
S11,Porphyromonas,Fusobacterium,Prevotella,0.45923931,0.56450139,0.16501918
S11,Prevotella,Fusobacterium,Streptococcus,0.50859858,0.54897199,0.28360373
S11,Streptococcus,Fusobacterium,Lactobacillus,0.08610595,0.40248454,0.17420602
S11,Lactobacillus,Porphyromonas,Prevotella,0.31493462,0.36933688,0.21171591
S11,Fusobacterium,Porphyromonas,Streptococcus,0.45432548,0.57904537,0.25389230
S11,Porphyromonas,Porphyromonas,Lactobacillus,0.45923931,0.56450139,0.17665219
S11,Prevotella,Prevotella,Streptococcus,0.50859858,0.54897199,0.26979841
S11,Streptococcus,Prevotella,Lactobacillus,0.08610595,0.40248454,0.16854605
S11,Lactobacillus,Streptococcus,Lactobacillus,0.31493462,0.36933688,0.48776350
S12,Fusobacterium,Fusobacterium,Porphyromonas,0.40841667,0.55046505,0.16820967
S12,Porphyromonas,Fusobacterium,Prevotella,0.45857790,0.58050517,0.18050025
S12,Prevotella,Fusobacterium,Streptococcus,0.31210528,0.46107000,0.34722875
S12,Streptococcus,Fusobacterium,Lactobacillus,0.78908549,0.66436894,0.17316168
S12,Lactobacillus,Porphyromonas,Prevotella,0.39336236,0.39102669,0.19885281
S12,Fusobacterium,Porphyromonas,Streptococcus,0.40841667,0.55046505,0.32144472
S12,Porphyromonas,Porphyromonas,Lactobacillus,0.45857790,0.58050517,0.17183792
S12,Prevotella,Prevotella,Streptococcus,0.31210528,0.46107000,0.37052815
S12,Streptococcus,Prevotella,Lactobacillus,0.78908549,0.66436894,0.19441410
S12,Lactobacillus,Streptococcus,Lactobacillus,0.39336236,0.39102669,0.32050031
S13,Fusobacterium,Fusobacterium,Porphyromonas,0.70087534,0.72885702,0.16177915
S13,Porphyromonas,Fusobacterium,Prevotella,0.49145495,0.58485683,0.16617507
S13,Prevotella,Fusobacterium,Streptococcus,0.55648774,0.60818852,0.32895730
S13,Streptococcus,Fusobacterium,Lactobacillus,0.39531018,0.44882404,0.15042711
S13,Lactobacillus,Porphyromonas,Prevotella,0.34510368,0.34407798,0.21383171
S13,Fusobacterium,Porphyromonas,Streptococcus,0.70087534,0.72885702,0.29288522
S13,Porphyromonas,Porphyromonas,Lactobacillus,0.49145495,0.58485683,0.16932474
S13,Prevotella,Prevotella,Streptococcus,0.55648774,0.60818852,0.28959940
S13,Streptococcus,Prevotella,Lactobacillus,0.39531018,0.44882404,0.15878494
S13,Lactobacillus,Streptococcus,Lactobacillus,0.34510368,0.34407798,0.39657108
S14,Fusobacterium,Fusobacterium,Porphyromonas,0.55632953,0.62280482,0.16414299
S14,Porphyromonas,Fusobacterium,Prevotella,0.68673694,0.68185003,0.16393594
S14,Prevotella,Fusobacterium,Streptococcus,0.46028145,0.52892545,0.31873578
S14,Streptococcus,Fusobacterium,Lactobacillus,0.43203271,0.51441399,0.16380942
S14,Lactobacillus,Porphyromonas,Prevotella,0.31507248,0.37860110,0.22444332
S14,Fusobacterium,Porphyromonas,Streptococcus,0.55632953,0.62280482,0.31116450
S14,Porphyromonas,Porphyromonas,Lactobacillus,0.68673694,0.68185003,0.13045439
S14,Prevotella,Prevotella,Streptococcus,0.46028145,0.52892545,0.27924770
S14,Streptococcus,Prevotella,Lactobacillus,0.43203271,0.51441399,0.17925369
S14,Lactobacillus,Streptococcus,Lactobacillus,0.31507248,0.37860110,0.39099766
S15,Fusobacterium,Fusobacterium,Porphyromonas,0.75412661,0.71274736,0.19012939
S15,Porphyromonas,Fusobacterium,Prevotella,0.76060020,0.71655965,0.16217454
S15,Prevotella,Fusobacterium,Streptococcus,0.51271739,0.53279803,0.33622268
S15,Streptococcus,Fusobacterium,Lactobacillus,0.37471450,0.43604451,0.14371726
S15,Lactobacillus,Porphyromonas,Prevotella,0.33632123,0.35977768,0.21716092
S15,Fusobacterium,Porphyromonas,Streptococcus,0.75412661,0.71274736,0.33633082
S15,Porphyromonas,Porphyromonas,Lactobacillus,0.76060020,0.71655965,0.11880768
S15,Prevotella,Prevotella,Streptococcus,0.51271739,0.53279803,0.28285198
S15,Streptococcus,Prevotella,Lactobacillus,0.37471450,0.43604451,0.16723093
S15,Lactobacillus,Streptococcus,Lactobacillus,0.33632123,0.35977768,0.40283140
S16,Fusobacterium,Fusobacterium,Porphyromonas,0.33148187,0.51569003,0.17542586
S16,Porphyromonas,Fusobacterium,Prevotella,0.41138999,0.50711037,0.10502296
S16,Prevotella,Fusobacterium,Streptococcus,0.90972724,0.68275414,0.31821477
S16,Streptococcus,Fusobacterium,Lactobacillus,0.49922309,0.54531119,0.16701211
S16,Lactobacillus,Porphyromonas,Prevotella,0.49887743,0.47029975,0.26951444
S16,Fusobacterium,Porphyromonas,Streptococcus,0.33148187,0.51569003,0.29650133
S16,Porphyromonas,Porphyromonas,Lactobacillus,0.41138999,0.50711037,0.16687217
S16,Prevotella,Prevotella,Streptococcus,0.90972724,0.68275414,0.28794807
S16,Streptococcus,Prevotella,Lactobacillus,0.49922309,0.54531119,0.14834397
S16,Lactobacillus,Streptococcus,Lactobacillus,0.49887743,0.47029975,0.37217280
S17,Fusobacterium,Fusobacterium,Porphyromonas,0.67557358,0.71043467,0.16340170
S17,Porphyromonas,Fusobacterium,Prevotella,0.51274879,0.60073975,0.16244711
S17,Prevotella,Fusobacterium,Streptococcus,0.50471837,0.53018036,0.31672622
S17,Streptococcus,Fusobacterium,Lactobacillus,0.52737679,0.55171767,0.15185774
S17,Lactobacillus,Porphyromonas,Prevotella,0.32851979,0.37814104,0.21273317
S17,Fusobacterium,Porphyromonas,Streptococcus,0.67557358,0.71043467,0.29722952
S17,Porphyromonas,Porphyromonas,Lactobacillus,0.51274879,0.60073975,0.16593837
S17,Prevotella,Prevotella,Streptococcus,0.50471837,0.53018036,0.28644352
S17,Streptococcus,Prevotella,Lactobacillus,0.52737679,0.55171767,0.16902950
S17,Lactobacillus,Streptococcus,Lactobacillus,0.32851979,0.37814104,0.36581287
S18,Fusobacterium,Fusobacterium,Porphyromonas,0.54754959,0.63683436,0.16436233
S18,Porphyromonas,Fusobacterium,Prevotella,0.40703465,0.50532768,0.16387523
S18,Prevotella,Fusobacterium,Streptococcus,0.56456337,0.64789765,0.31925514
S18,Streptococcus,Fusobacterium,Lactobacillus,0.64103297,0.60690042,0.16371541
S18,Lactobacillus,Porphyromonas,Prevotella,0.61396999,0.58132874,0.21704497
S18,Fusobacterium,Porphyromonas,Streptococcus,0.54754959,0.63683436,0.31632361
S18,Porphyromonas,Porphyromonas,Lactobacillus,0.40703465,0.50532768,0.15473928
S18,Prevotella,Prevotella,Streptococcus,0.56456337,0.64789765,0.27892892
S18,Streptococcus,Prevotella,Lactobacillus,0.64103297,0.60690042,0.16719275
S18,Lactobacillus,Streptococcus,Lactobacillus,0.61396999,0.58132874,0.38733647
S19,Fusobacterium,Fusobacterium,Porphyromonas,0.41452432,0.55296075,0.16397700
S19,Porphyromonas,Fusobacterium,Prevotella,0.52364658,0.60317708,0.19978678
S19,Prevotella,Fusobacterium,Streptococcus,0.12213446,0.43827253,0.35287895
S19,Streptococcus,Fusobacterium,Lactobacillus,0.84001633,0.67049380,0.17574293
S19,Lactobacillus,Porphyromonas,Prevotella,0.35026060,0.39863264,0.21316684
S19,Fusobacterium,Porphyromonas,Streptococcus,0.41452432,0.55296075,0.29674427
S19,Porphyromonas,Porphyromonas,Lactobacillus,0.52364658,0.60317708,0.16394000
S19,Prevotella,Prevotella,Streptococcus,0.12213446,0.43827253,0.42407653
S19,Streptococcus,Prevotella,Lactobacillus,0.84001633,0.67049380,0.24749401
S19,Lactobacillus,Streptococcus,Lactobacillus,0.35026060,0.39863264,0.29149671
S20,Fusobacterium,Fusobacterium,Porphyromonas,0.70416946,0.70940366,0.15824719
S20,Porphyromonas,Fusobacterium,Prevotella,0.44303340,0.56897319,0.14593518
S20,Prevotella,Fusobacterium,Streptococcus,0.31292010,0.45603929,0.31546053
S20,Streptococcus,Fusobacterium,Lactobacillus,0.53520381,0.53548534,0.14944799
S20,Lactobacillus,Porphyromonas,Prevotella,0.33725455,0.36897500,0.19553416
S20,Fusobacterium,Porphyromonas,Streptococcus,0.70416946,0.70940366,0.30000722
S20,Porphyromonas,Porphyromonas,Lactobacillus,0.44303340,0.56897319,0.17805203
S20,Prevotella,Prevotella,Streptococcus,0.31292010,0.45603929,0.29536619
S20,Streptococcus,Prevotella,Lactobacillus,0.53520381,0.53548534,0.20711497
S20,Lactobacillus,Streptococcus,Lactobacillus,0.33725455,0.36897500,0.36424215
S21,Fusobacterium,Fusobacterium,Porphyromonas,0.47704957,0.56171598,0.16447807
S21,Porphyromonas,Fusobacterium,Prevotella,0.50933463,0.56727228,0.15895258
S21,Prevotella,Fusobacterium,Streptococcus,0.65475264,0.64155088,0.31365961
S21,Streptococcus,Fusobacterium,Lactobacillus,0.39670523,0.47521384,0.17134812
S21,Lactobacillus,Porphyromonas,Prevotella,0.32829730,0.35160133,0.21474472
S21,Fusobacterium,Porphyromonas,Streptococcus,0.47704957,0.56171598,0.29517573
S21,Porphyromonas,Porphyromonas,Lactobacillus,0.50933463,0.56727228,0.16656942
S21,Prevotella,Prevotella,Streptococcus,0.65475264,0.64155088,0.30399202
S21,Streptococcus,Prevotella,Lactobacillus,0.39670523,0.47521384,0.13717555
S21,Lactobacillus,Streptococcus,Lactobacillus,0.32829730,0.35160133,0.39862183
S22,Fusobacterium,Fusobacterium,Porphyromonas,0.45273651,0.55594823,0.17562848
S22,Porphyromonas,Fusobacterium,Prevotella,0.28047563,0.49448087,0.14831050
S22,Prevotella,Fusobacterium,Streptococcus,0.79563101,0.69079162,0.31886084
S22,Streptococcus,Fusobacterium,Lactobacillus,0.50575920,0.58645992,0.17247540
S22,Lactobacillus,Porphyromonas,Prevotella,0.35095711,0.33487908,0.28386788
S22,Fusobacterium,Porphyromonas,Streptococcus,0.45273651,0.55594823,0.29793111
S22,Porphyromonas,Porphyromonas,Lactobacillus,0.28047563,0.49448087,0.20467719
S22,Prevotella,Prevotella,Streptococcus,0.79563101,0.69079162,0.28428189
S22,Streptococcus,Prevotella,Lactobacillus,0.50575920,0.58645992,0.11021548
S22,Lactobacillus,Streptococcus,Lactobacillus,0.35095711,0.33487908,0.37132744
S23,Fusobacterium,Fusobacterium,Porphyromonas,0.64917932,0.68288020,0.16002792
S23,Porphyromonas,Fusobacterium,Prevotella,0.43285151,0.53451235,0.17441021
S23,Prevotella,Fusobacterium,Streptococcus,0.72381280,0.65424204,0.31861639
S23,Streptococcus,Fusobacterium,Lactobacillus,0.50308549,0.54057110,0.15529282
S23,Lactobacillus,Porphyromonas,Prevotella,0.34147316,0.32919614,0.23145119
S23,Fusobacterium,Porphyromonas,Streptococcus,0.64917932,0.68288020,0.29699283
S23,Porphyromonas,Porphyromonas,Lactobacillus,0.43285151,0.53451235,0.17946656
S23,Prevotella,Prevotella,Streptococcus,0.72381280,0.65424204,0.28546010
S23,Streptococcus,Prevotella,Lactobacillus,0.50308549,0.54057110,0.12430109
S23,Lactobacillus,Streptococcus,Lactobacillus,0.34147316,0.32919614,0.37190695
S24,Fusobacterium,Fusobacterium,Porphyromonas,0.41259823,0.55070679,0.17110200
S24,Porphyromonas,Fusobacterium,Prevotella,0.41153118,0.54502194,0.18105553
S24,Prevotella,Fusobacterium,Streptococcus,0.29955990,0.43929026,0.33880394
S24,Streptococcus,Fusobacterium,Lactobacillus,0.72206224,0.63113818,0.16654158
S24,Lactobacillus,Porphyromonas,Prevotella,0.48867863,0.47188887,0.18701396
S24,Fusobacterium,Porphyromonas,Streptococcus,0.41259823,0.55070679,0.32752060
S24,Porphyromonas,Porphyromonas,Lactobacillus,0.41153118,0.54502194,0.16789335
S24,Prevotella,Prevotella,Streptococcus,0.29955990,0.43929026,0.35445809
S24,Streptococcus,Prevotella,Lactobacillus,0.72206224,0.63113818,0.17337541
S24,Lactobacillus,Streptococcus,Lactobacillus,0.48867863,0.47188887,0.36097231
S25,Fusobacterium,Fusobacterium,Porphyromonas,0.47382851,0.61665316,0.16097979
S25,Porphyromonas,Fusobacterium,Prevotella,0.60632246,0.64602174,0.17318145
S25,Prevotella,Fusobacterium,Streptococcus,0.31009356,0.46078850,0.32131337
S25,Streptococcus,Fusobacterium,Lactobacillus,0.55690298,0.54881017,0.16410903
S25,Lactobacillus,Porphyromonas,Prevotella,0.52445782,0.48021696,0.23158489
S25,Fusobacterium,Porphyromonas,Streptococcus,0.47382851,0.61665316,0.29151668
S25,Porphyromonas,Porphyromonas,Lactobacillus,0.60632246,0.64602174,0.16377813
S25,Prevotella,Prevotella,Streptococcus,0.31009356,0.46078850,0.30203462
S25,Streptococcus,Prevotella,Lactobacillus,0.55690298,0.54881017,0.16467531
S25,Lactobacillus,Streptococcus,Lactobacillus,0.52445782,0.48021696,0.37186688
S26,Fusobacterium,Fusobacterium,Porphyromonas,0.48135799,0.61026698,0.16691444
S26,Porphyromonas,Fusobacterium,Prevotella,0.43357490,0.56902374,0.17069400
S26,Prevotella,Fusobacterium,Streptococcus,0.34982955,0.45948837,0.33228383
S26,Streptococcus,Fusobacterium,Lactobacillus,0.77756000,0.64541923,0.16655302
S26,Lactobacillus,Porphyromonas,Prevotella,0.45169710,0.44927692,0.19704648
S26,Fusobacterium,Porphyromonas,Streptococcus,0.48135799,0.61026698,0.32902037
S26,Porphyromonas,Porphyromonas,Lactobacillus,0.43357490,0.56902374,0.17009465
S26,Prevotella,Prevotella,Streptococcus,0.34982955,0.45948837,0.35454806
S26,Streptococcus,Prevotella,Lactobacillus,0.77756000,0.64541923,0.17797091
S26,Lactobacillus,Streptococcus,Lactobacillus,0.45169710,0.44927692,0.34383526
S27,Fusobacterium,Fusobacterium,Porphyromonas,0.12041789,0.48494406,0.13976918
S27,Porphyromonas,Fusobacterium,Prevotella,0.62135000,0.61663177,0.28595045
S27,Prevotella,Fusobacterium,Streptococcus,0.07574050,0.44200119,0.39389799
S27,Streptococcus,Fusobacterium,Lactobacillus,0.73455992,0.62872982,0.19972441
S27,Lactobacillus,Porphyromonas,Prevotella,0.38538725,0.40119565,0.27265332
S27,Fusobacterium,Porphyromonas,Streptococcus,0.12041789,0.48494406,0.26776379
S27,Porphyromonas,Porphyromonas,Lactobacillus,0.62135000,0.61663177,0.15111361
S27,Prevotella,Prevotella,Streptococcus,0.07574050,0.44200119,0.41610977
S27,Streptococcus,Prevotella,Lactobacillus,0.73455992,0.62872982,0.24705214
S27,Lactobacillus,Streptococcus,Lactobacillus,0.38538725,0.40119565,0.32929359
S28,Fusobacterium,Fusobacterium,Porphyromonas,0.71351091,0.73114027,0.17051224
S28,Porphyromonas,Fusobacterium,Prevotella,0.60682652,0.63665407,0.16194450
S28,Prevotella,Fusobacterium,Streptococcus,0.50515214,0.53760225,0.31208090
S28,Streptococcus,Fusobacterium,Lactobacillus,0.56524732,0.56149427,0.15296458
S28,Lactobacillus,Porphyromonas,Prevotella,0.39027962,0.38445455,0.21494360
S28,Fusobacterium,Porphyromonas,Streptococcus,0.71351091,0.73114027,0.29064217
S28,Porphyromonas,Porphyromonas,Lactobacillus,0.60682652,0.63665407,0.15345891
S28,Prevotella,Prevotella,Streptococcus,0.50515214,0.53760225,0.28762777
S28,Streptococcus,Prevotella,Lactobacillus,0.56524732,0.56149427,0.16733046
S28,Lactobacillus,Streptococcus,Lactobacillus,0.39027962,0.38445455,0.36141934
S29,Fusobacterium,Fusobacterium,Porphyromonas,0.40112445,0.54766991,0.15805964
S29,Porphyromonas,Fusobacterium,Prevotella,0.60855289,0.64220651,0.20347197
S29,Prevotella,Fusobacterium,Streptococcus,0.12014150,0.40323396,0.35439788
S29,Streptococcus,Fusobacterium,Lactobacillus,0.82922388,0.65806822,0.15721150
S29,Lactobacillus,Porphyromonas,Prevotella,0.62058153,0.52027676,0.25587681
S29,Fusobacterium,Porphyromonas,Streptococcus,0.40112445,0.54766991,0.25804511
S29,Porphyromonas,Porphyromonas,Lactobacillus,0.60855289,0.64220651,0.17141247
S29,Prevotella,Prevotella,Streptococcus,0.12014150,0.40323396,0.42317816
S29,Streptococcus,Prevotella,Lactobacillus,0.82922388,0.65806822,0.11541819
S29,Lactobacillus,Streptococcus,Lactobacillus,0.62058153,0.52027676,0.41616480
S30,Fusobacterium,Fusobacterium,Porphyromonas,0.55542132,0.63833003,0.16438296
S30,Porphyromonas,Fusobacterium,Prevotella,0.97656310,0.70056257,0.16379013
S30,Prevotella,Fusobacterium,Streptococcus,0.16053308,0.46091986,0.31869492
S30,Streptococcus,Fusobacterium,Lactobacillus,0.43505684,0.51503132,0.16390782
S30,Lactobacillus,Porphyromonas,Prevotella,0.32482447,0.40479799,0.35567695
S30,Fusobacterium,Porphyromonas,Streptococcus,0.55542132,0.63833003,0.36335236
S30,Porphyromonas,Porphyromonas,Lactobacillus,0.97656310,0.70056257,0.04464383
S30,Prevotella,Prevotella,Streptococcus,0.16053308,0.46091986,0.24722103
S30,Streptococcus,Prevotella,Lactobacillus,0.43505684,0.51503132,0.24623569
S30,Lactobacillus,Streptococcus,Lactobacillus,0.32482447,0.40479799,0.38927574
S31,Fusobacterium,Fusobacterium,Porphyromonas,0.67889931,0.70427059,0.17309901
S31,Porphyromonas,Fusobacterium,Prevotella,0.67193350,0.68921607,0.16060614
S31,Prevotella,Fusobacterium,Streptococcus,0.47743240,0.53014865,0.31600471
S31,Streptococcus,Fusobacterium,Lactobacillus,0.53570077,0.53580520,0.15151110
S31,Lactobacillus,Porphyromonas,Prevotella,0.32867339,0.35723904,0.22074005
S31,Fusobacterium,Porphyromonas,Streptococcus,0.67889931,0.70427059,0.29085831
S31,Porphyromonas,Porphyromonas,Lactobacillus,0.67193350,0.68921607,0.13572376
S31,Prevotella,Prevotella,Streptococcus,0.47743240,0.53014865,0.28790599
S31,Streptococcus,Prevotella,Lactobacillus,0.53570077,0.53580520,0.17465384
S31,Lactobacillus,Streptococcus,Lactobacillus,0.32867339,0.35723904,0.36373368
S32,Fusobacterium,Fusobacterium,Porphyromonas,0.85564690,0.78430160,0.14363735
S32,Porphyromonas,Fusobacterium,Prevotella,0.40532225,0.56522077,0.21516451
S32,Prevotella,Fusobacterium,Streptococcus,0.77220045,0.70321231,0.34340522
S32,Streptococcus,Fusobacterium,Lactobacillus,0.39718473,0.46213369,0.12871267
S32,Lactobacillus,Porphyromonas,Prevotella,0.33290500,0.33931165,0.24422563
S32,Fusobacterium,Porphyromonas,Streptococcus,0.85564690,0.78430160,0.28213885
S32,Porphyromonas,Porphyromonas,Lactobacillus,0.40532225,0.56522077,0.18522190
S32,Prevotella,Prevotella,Streptococcus,0.77220045,0.70321231,0.32345401
S32,Streptococcus,Prevotella,Lactobacillus,0.39718473,0.46213369,0.11084594
S32,Lactobacillus,Streptococcus,Lactobacillus,0.33290500,0.33931165,0.39784833
S33,Fusobacterium,Fusobacterium,Porphyromonas,0.62110724,0.64250275,0.17609094
S33,Porphyromonas,Fusobacterium,Prevotella,0.84413936,0.70534677,0.15325667
