sample_id,taxon,saliva_relative_abundance,stool_relative_abundance,fused_raw_abundance,model_abundance
S6,Porphyromonas,0.0377427712,0.0000244693,0.0255755770,0.4339250097
S6,Prevotella,0.0108030453,0.0000028713,0.0063917066,0.0847789018
S6,Streptococcus,0.4933306188,0.2489502675,0.3756660052,0.9189619048
S6,Lactobacillus,0.0015524320,0.0024524890,0.0019914842,0.7444937278
S7,Fusobacterium,0.0539214571,0.0000596884,0.0359675342,0.6717188267
S7,Porphyromonas,0.0417376485,0.0000396166,0.0282866705,0.4398945702
S7,Prevotella,0.1859745996,0.0012157033,0.1105096983,0.6918310311
S7,Streptococcus,0.1940533223,0.0037028018,0.1024030717,0.4976944955
S7,Lactobacillus,0.0000078130,0.0000115724,0.0000096468,0.3350817090
S8,Fusobacterium,0.0459358965,0.0000093585,0.0306270505,0.6104903032
S8,Porphyromonas,0.0296527147,0.0000150061,0.0200921635,0.4046921153
S8,Prevotella,0.3003814884,0.0009878219,0.1780939345,0.9713388861
S8,Streptococcus,0.0556785300,0.0008598093,0.0292843311,0.1833496597
S8,Lactobacillus,0.0000025319,0.0000074498,0.0000049309,0.3254144181
S9,Fusobacterium,0.0413336586,0.0000032957,0.0275568710,0.5588437064
S9,Porphyromonas,0.1453123573,0.0000036226,0.0984385719,0.7516647430
S9,Prevotella,0.1208667341,0.0001405777,0.0715560505,0.4663664583
S9,Streptococcus,0.1957722320,0.0442944718,0.1228384956,0.5416598703
S9,Lactobacillus,0.0000036310,0.0000137153,0.0000085501,0.3334386536
S10,Fusobacterium,0.0391528272,0.0019373188,0.0267476578,0.5547234946
S10,Porphyromonas,0.0509566122,0.0003041485,0.0346171077,0.4559149231
S10,Prevotella,0.0915377864,0.5114261976,0.2630415037,0.9723000000
S10,Streptococcus,0.2209392814,0.0195757416,0.1239864659,0.5450101113
S10,Lactobacillus,0.0000007309,0.0000206098,0.0000104279,0.3358495447
S11,Fusobacterium,0.0262782699,0.0000010788,0.0175192062,0.4543254783
S11,Porphyromonas,0.0527884733,0.0000041361,0.0357612678,0.4592393093
S11,Prevotella,0.1359612462,0.0001423394,0.0804859181,0.5085985802
S11,Streptococcus,0.0227992238,0.0000663670,0.0118537742,0.0861059524
S11,Lactobacillus,0.0000002685,0.0000001364,0.0000002041,0.3149346200
S12,Fusobacterium,0.0214559747,0.0006189498,0.0145102997,0.4084166726
S12,Porphyromonas,0.0524417371,0.0000265995,0.0355336282,0.4585778965
S12,Prevotella,0.0865933817,0.0003359987,0.0513614929,0.3121052793
S12,Streptococcus,0.2959729554,0.1703982008,0.2355110365,0.7890854902
S12,Lactobacillus,0.0000309372,0.0001282153,0.0000783899,0.3933623550
S13,Fusobacterium,0.0583685483,0.0000000906,0.0389123957,0.7008753372
S13,Porphyromonas,0.0592851333,0.0000013271,0.0401613249,0.4914549526
S13,Prevotella,0.1609359811,0.0000016239,0.0952022296,0.5564877398
S13,Streptococcus,0.1401216513,0.0001584313,0.0727319527,0.3953101780
S13,Lactobacillus,0.0000367402,0.0000020972,0.0000198412,0.3451036842
S14,Fusobacterium,0.0405245510,0.0001401501,0.0270630840,0.5563295274
S14,Porphyromonas,0.1226358747,0.0001721810,0.0831314574,0.6867369403
S14,Prevotella,0.1154961440,0.0044244387,0.0701288277,0.4602814543
S14,Streptococcus,0.1691657650,0.0011404901,0.0882647067,0.4320327070
S14,Lactobacillus,0.0000003897,0.0000001367,0.0000002663,0.3150724829
S15,Fusobacterium,0.0694305754,0.0000109518,0.0462907008,0.7541266086
S15,Porphyromonas,0.1479790573,0.0000120276,0.1002477574,0.7606002007
S15,Prevotella,0.1444725900,0.0001778535,0.0855353033,0.5127173872
S15,Streptococcus,0.1189630717,0.0087060435,0.0658763544,0.3747145034
S15,Lactobacillus,0.0000071743,0.0000148277,0.0000109077,0.3363212331
S16,Fusobacterium,0.0148295063,0.0000002321,0.0098864149,0.3314818664
S16,Porphyromonas,0.0326747126,0.0000002724,0.0221345706,0.4113899947
S16,Prevotella,0.2958649069,0.0000225118,0.1750278723,0.9097272378
S16,Streptococcus,0.1862622060,0.0130081656,0.1028435940,0.4992230919
S16,Lactobacillus,0.0000290796,0.0002998618,0.0001611684,0.4988774336
S17,Fusobacterium,0.0445563092,0.0197726977,0.0362951054,0.6755735829
S17,Porphyromonas,0.0638139014,0.0022822024,0.0439649662,0.5127487861
S17,Prevotella,0.0732730745,0.0792859568,0.0757290405,0.5047183731
S17,Streptococcus,0.2205720327,0.0013755524,0.1150329867,0.5273767934
S17,Lactobacillus,0.0000072140,0.0000054049,0.0000063315,0.3285197923
S18,Fusobacterium,0.0379381508,0.0001397884,0.0253386967,0.5475495906
S18,Porphyromonas,0.0307299486,0.0000504436,0.0208333341,0.4070346514
S18,Prevotella,0.1688085383,0.0003464401,0.1000000757,0.5645633727
S18,Streptococcus,0.3113247431,0.0093142822,0.1659122990,0.6410329695
S18,Lactobacillus,0.0002260024,0.0004459127,0.0003332757,0.6139699930
S19,Fusobacterium,0.0238820144,0.0003083714,0.0160241334,0.4145243154
S19,Porphyromonas,0.0704249790,0.0003229848,0.0478114325,0.5236465794
S19,Prevotella,0.0283047574,0.0002942608,0.0168638503,0.1221344566
S19,Streptococcus,0.3438234823,0.2263047241,0.2872403765,0.8400163258
S19,Lactobacillus,0.0000290375,0.0000209384,0.0000250868,0.3502605956
S20,Fusobacterium,0.0591695285,0.0000001635,0.0394464068,0.7041694593
S20,Porphyromonas,0.0438586622,0.0000045611,0.0297121779,0.4430333971
S20,Prevotella,0.0873941882,0.0000097594,0.0517019567,0.3129201000
S20,Streptococcus,0.2311597219,0.0000124981,0.1198666141,0.5352038080
S20,Lactobacillus,0.0000228192,0.0000003468,0.0000118571,0.3372545515
S21,Fusobacterium,0.0333933183,0.0000082851,0.0222649739,0.4770495703
S21,Porphyromonas,0.0626023531,0.0000025665,0.0424088735,0.5093346277
S21,Prevotella,0.1825060833,0.0000081567,0.1079646767,0.6547526354
S21,Streptococcus,0.1412758403,0.0005880112,0.0735372559,0.3967052317
S21,Lactobacillus,0.0000108937,0.0000013356,0.0000062312,0.3282973001
S22,Fusobacterium,0.0256383614,0.0000448893,0.0171072040,0.4527365056
S22,Porphyromonas,0.0067060563,0.0000212438,0.0045496652,0.2804756279
S22,Prevotella,0.2395564241,0.0001335280,0.1417639736,0.7956310096
S22,Streptococcus,0.2023957513,0.0001450501,0.1050157840,0.5057591998
S22,Lactobacillus,0.0000440555,0.0000066219,0.0000257952,0.3509571123
S23,Fusobacterium,0.0521463669,0.0000009706,0.0347645681,0.6491793204
S23,Porphyromonas,0.0370250340,0.0000203617,0.0250880429,0.4328515077
S23,Prevotella,0.2045303491,0.0000225336,0.1209989879,0.7238127957
S23,Streptococcus,0.2007463520,0.0000758302,0.1041272119,0.5030854911
S23,Lactobacillus,0.0000302823,0.0000013074,0.0000161482,0.3414731599
S24,Fusobacterium,0.0233057353,0.0000287353,0.0155467353,0.4125982273
S24,Porphyromonas,0.0327203251,0.0000352535,0.0221767536,0.4115311847
S24,Prevotella,0.0778703056,0.0001356832,0.0461195443,0.2995598984
S24,Streptococcus,0.3770812138,0.0193052946,0.2048187342,0.7220622419
S24,Lactobacillus,0.0001015872,0.0001993426,0.0001492728,0.4886786267
S25,Fusobacterium,0.0326808034,0.0001996695,0.0218537588,0.4738285075
S25,Porphyromonas,0.0931971036,0.0001539301,0.0631831767,0.6063224596
S25,Prevotella,0.0798693953,0.0080162296,0.0505209192,0.3100935622
S25,Streptococcus,0.2413368871,0.0150723503,0.1323947027,0.5569029810
S25,Lactobacillus,0.0000265802,0.0004336340,0.0002251430,0.5244578184
S26,Fusobacterium,0.0338318700,0.0007812786,0.0228150062,0.4813579924
S26,Porphyromonas,0.0373340322,0.0003899141,0.0254165748,0.4335749025
S26,Prevotella,0.0910794971,0.0025149935,0.0549052632,0.3498295521
S26,Streptococcus,0.3794130562,0.0534247042,0.2224557015,0.7775599964
S26,Lactobacillus,0.0000833417,0.0001003367,0.0000916319,0.4516970992
S27,Fusobacterium,0.0068890295,0.0000051802,0.0045944131,0.1204178856
S27,Porphyromonas,0.0981372850,0.0000057452,0.0664819496,0.6213499994
S27,Prevotella,0.0054872687,0.0014981457,0.0038579086,0.0757405010
S27,Streptococcus,0.3700422206,0.0435078225,0.2128219549,0.7345599202
S27,Lactobacillus,0.0000023860,0.0001282192,0.0000637680,0.3853872527
S28,Fusobacterium,0.0613343759,0.0002135044,0.0409607521,0.7135109091
S28,Porphyromonas,0.0935190832,0.0000908766,0.0633809520,0.6068265247
S28,Prevotella,0.1212414234,0.0111164644,0.0762608063,0.5051521370
S28,Streptococcus,0.2489615952,0.0218510083,0.1396120533,0.5652473161
S28,Lactobacillus,0.0000094707,0.0001391684,0.0000727379,0.3902796224
S29,Fusobacterium,0.0190492412,0.0000100913,0.0127028579,0.4011244520
S29,Porphyromonas,0.0945600312,0.0000046944,0.0640583097,0.6085528887
S29,Prevotella,0.0273630086,0.0002903250,0.0163051519,0.1201415038
S29,Streptococcus,0.3777052429,0.1748736072,0.2800455665,0.8292238778
S29,Lactobacillus,0.0000278908,0.0008564490,0.0004320655,0.6205815266
S30,Fusobacterium,0.0401708590,0.0003124168,0.0268847116,0.5554213218
S30,Porphyromonas,0.3532112368,0.0000407720,0.2392852804,0.9765630952
S30,Prevotella,0.0300272677,0.0241541869,0.0276284037,0.1605330765
S30,Streptococcus,0.1139499967,0.0644066831,0.0900958086,0.4350568397
S30,Lactobacillus,0.0000002034,0.0000093492,0.0000046648,0.3248244703
S31,Fusobacterium,0.0547957497,0.0001416627,0.0365777207,0.6788993124
S31,Porphyromonas,0.1175793641,0.0001009358,0.0796830969,0.6719335001
S31,Prevotella,0.1217073552,0.0012801707,0.0725187869,0.4774323991
S31,Streptococcus,0.2004632275,0.0336201438,0.1201313724,0.5357007668
S31,Lactobacillus,0.0000046685,0.0000082197,0.0000064008,0.3286733931
S32,Fusobacterium,0.0919550363,0.0000074512,0.0613058413,0.8556469048
S32,Porphyromonas,0.0299741538,0.0000099686,0.0203082876,0.4053222541
S32,Prevotella,0.2233131959,0.0004492982,0.1322842799,0.7722004453
S32,Streptococcus,0.1422463263,0.0001177567,0.0738140521,0.3971847350
S32,Lactobacillus,0.0000133905,0.0000029743,0.0000083094,0.3329049999
S33,Fusobacterium,0.0479732065,0.0000085335,0.0319849821,0.6211072368
S33,Porphyromonas,0.1802810271,0.0000470291,0.1221410277,0.8441393586
S33,Prevotella,0.0541280627,0.0069224783,0.0348469085,0.2417383999
S33,Streptococcus,0.1464868643,0.0000577243,0.0759839450,0.4009437136
S33,Lactobacillus,0.0000006686,0.0000008820,0.0000007727,0.3161953241
S34,Fusobacterium,0.0590715919,0.0006300911,0.0395910916,0.7050619675
S34,Porphyromonas,0.0347093751,0.0004860594,0.0236695958,0.4165278479
S34,Prevotella,0.1398431693,0.0231735987,0.0921894011,0.5260294078
S34,Streptococcus,0.2752087810,0.0044593160,0.1448479275,0.5806443283
S34,Lactobacillus,0.0000108739,0.0000224362,0.0000165141,0.3418328343
S35,Fusobacterium,0.0263068663,0.0000000481,0.0175379269,0.4543976784
S35,Porphyromonas,0.1634312229,0.0000002213,0.1107115450,0.7773957889
S35,Prevotella,0.0613584704,0.0004025647,0.0364609878,0.2474058953
S35,Streptococcus,0.3580266263,0.0079952503,0.1894930009,0.7007088046
S35,Lactobacillus,0.0000093678,0.0007524270,0.0003718357,0.6165506316
S36,Fusobacterium,0.0216490260,0.0000018874,0.0144333132,0.4081060662
S36,Porphyromonas,0.0015308344,0.0000248948,0.0010450474,0.1119663142
S36,Prevotella,0.1497499428,0.0000913432,0.0886217824,0.5152350426
S36,Streptococcus,0.3311999742,0.0000009050,0.1717337557,0.6522683064
S36,Lactobacillus,0.0002924540,0.0000016510,0.0001505989,0.4905532059
S37,Fusobacterium,0.0474535961,0.0000002928,0.0316358283,0.6183773918
S37,Porphyromonas,0.1748822858,0.0000025637,0.1184694722,0.8315940063
S37,Prevotella,0.0798613453,0.0001413018,0.0472996374,0.3023841758
S37,Streptococcus,0.2513458339,0.0067695355,0.1335868754,0.5580466460
S37,Lactobacillus,0.0000248805,0.0002736883,0.0001462501,0.4844058383
S38,Fusobacterium,0.0258360463,0.0000494642,0.0172405189,0.4532506622
S38,Porphyromonas,0.0214789644,0.0000138543,0.0145547353,0.3813751559
S38,Prevotella,0.2552553962,0.0015769622,0.1516402612,0.8088405327
S38,Streptococcus,0.0390068428,0.0108574595,0.0254534360,0.1388518598
S38,Lactobacillus,0.0000019580,0.0000246269,0.0000130160,0.3383938670
S39,Fusobacterium,0.0411251564,0.0000936352,0.0274479827,0.5582892879
S39,Porphyromonas,0.0120270161,0.0001933002,0.0082096884,0.3079029045
S39,Prevotella,0.3394720840,0.0008072597,0.2011441980,0.9723000000
S39,Streptococcus,0.1847653668,0.0000626402,0.0958344243,0.4667962450
S39,Lactobacillus,0.0000917757,0.0000173700,0.0000554802,0.3809514312
S40,Fusobacterium,0.0198146297,0.0000011178,0.0132101257,0.4031710513
S40,Porphyromonas,0.0103071479,0.0000019205,0.0069828810,0.2956853888
S40,Prevotella,0.3168369271,0.0047989156,0.1893847815,0.9723000000
S40,Streptococcus,0.2157710229,0.0142709895,0.1187524883,0.5331125625
S40,Lactobacillus,0.0000141604,0.0013875814,0.0006841218,0.6439229932
S41,Fusobacterium,0.0253452654,0.0000230080,0.0169045130,0.4519547849
S41,Porphyromonas,0.0257836817,0.0000028855,0.0174672958,0.3970389614
S41,Prevotella,0.2774439023,0.0002512809,0.1642243809,0.8256717782
S41,Streptococcus,0.0463391464,0.0367290039,0.0417120408,0.2282028069
S41,Lactobacillus,0.0000069906,0.0001130331,0.0000587187,0.3826477453
S42,Fusobacterium,0.0274684236,0.0001125944,0.0183498139,0.4575288908
S42,Porphyromonas,0.0231409793,0.0001279905,0.0157174346,0.3919370061
S42,Prevotella,0.0693173935,0.0000702171,0.0410333355,0.2634607192
S42,Streptococcus,0.4000836060,0.0017108535,0.2082745029,0.7267891912
S42,Lactobacillus,0.0006509897,0.0002163638,0.0004389770,0.6210440810
S43,Fusobacterium,0.0393068199,0.0007722179,0.0264619526,0.5532687904
S43,Porphyromonas,0.0596061470,0.0000969833,0.0404096426,0.4925355601
S43,Prevotella,0.1094019300,0.0082923695,0.0681036588,0.4531929673
S43,Streptococcus,0.2969677370,0.0538603254,0.1799160203,0.6684323986
S43,Lactobacillus,0.0000170485,0.0002376143,0.0001246416,0.4667590234
S44,Fusobacterium,0.0467172676,0.0000359141,0.0311568164,0.6146322563
S44,Porphyromonas,0.1899933521,0.0000027218,0.1287060520,0.8518265563
S44,Prevotella,0.0840668993,0.0042030291,0.0514464453,0.3123085931
S44,Streptococcus,0.1163301641,0.6134379515,0.3556783581,0.9189619048
S44,Lactobacillus,0.0000007720,0.0000492708,0.0000244300,0.3496149144
S45,Fusobacterium,0.0332181915,0.0000020742,0.0221461524,0.4761188374
S45,Porphyromonas,0.2643332612,0.0000003506,0.1790645804,0.9765630952
S45,Prevotella,0.0766167423,0.0002536894,0.0454261995,0.2979005394
S45,Streptococcus,0.1298936518,0.7241393974,0.4160119738,0.9189619048
S45,Lactobacillus,0.0000006559,0.0000070476,0.0000037738,0.3228490458
S46,Fusobacterium,0.0369413241,0.0000201448,0.0246342644,0.5258314348
S46,Porphyromonas,0.0357031120,0.0000928567,0.0242159329,0.4183564820
S46,Prevotella,0.1364316278,0.0007562673,0.0810149313,0.5090300988
S46,Streptococcus,0.3597856791,0.0014610755,0.1872590181,0.6945208629
S46,Lactobacillus,0.0000952597,0.0001562184,0.0001249957,0.4669205729
S47,Fusobacterium,0.0240581843,0.0000085718,0.0160416468,0.4145949741
S47,Porphyromonas,0.0112732828,0.0000046259,0.0076382322,0.2997819157
S47,Prevotella,0.3759927606,0.0000265205,0.2224290851,0.9723000000
S47,Streptococcus,0.0615615943,0.0006343658,0.0322262621,0.1927545166
S47,Lactobacillus,0.0000069091,0.0000015785,0.0000043088,0.3240351009
S48,Fusobacterium,0.0686195186,0.0021569228,0.0464653200,0.7549027756
S48,Porphyromonas,0.1628163975,0.0011663638,0.1106712253,0.7773310712
S48,Prevotella,0.0585910285,0.0247609552,0.0447731112,0.2963375249
S48,Streptococcus,0.0858360890,0.0006976110,0.0448434885,0.2515146130
S48,Lactobacillus,0.0000001557,0.0000000374,0.0000000980,0.3146993398
S49,Fusobacterium,0.0617023092,0.0000006006,0.0411350730,0.7145862324
S49,Porphyromonas,0.0296003751,0.0000060235,0.0200538101,0.4045802906
S49,Prevotella,0.1301160986,0.0000211701,0.0769787334,0.5057377535
S49,Streptococcus,0.2471358207,0.0000700249,0.1281782153,0.5528580565
S49,Lactobacillus,0.0000750825,0.0000064184,0.0000415878,0.3736744658
S50,Fusobacterium,0.0281893105,0.0005855231,0.0189880480,0.4599903746
S50,Porphyromonas,0.0180832459,0.0000518801,0.0122666763,0.3523803516
S50,Prevotella,0.3126236751,0.0005410422,0.1851533039,0.9723000000
S50,Streptococcus,0.1312159688,0.0028925856,0.0694306362,0.3791033154
S50,Lactobacillus,0.0000220982,0.0000160463,0.0000191460,0.3444203202
S51,Fusobacterium,0.0341695462,0.0000471112,0.0227954012,0.4812044260
S51,Porphyromonas,0.0740176193,0.0000434453,0.0501549825,0.5340883694
S51,Prevotella,0.0990608880,0.0117744196,0.0634086685,0.4420960526
S51,Streptococcus,0.3535052727,0.0546457429,0.2096099435,0.7290712048
S51,Lactobacillus,0.0000123556,0.0006138476,0.0003057663,0.5806413516
S52,Fusobacterium,0.0510679745,0.0003258726,0.0341539405,0.6394153552
S52,Porphyromonas,0.0892007058,0.0001094400,0.0604615878,0.5836375543
S52,Prevotella,0.0979091349,0.2236903021,0.1492845412,0.8056897601
S52,Streptococcus,0.2582800351,0.0797554781,0.1723237669,0.6533826382
S52,Lactobacillus,0.0000021484,0.0002369636,0.0001166924,0.4631318979
S53,Fusobacterium,0.0477158916,0.0000175794,0.0318164542,0.6197896080
S53,Porphyromonas,0.0240664885,0.0000247977,0.0163111044,0.3936679301
S53,Prevotella,0.2989809065,0.0043194588,0.1786262307,0.9723000000
S53,Streptococcus,0.1619641266,0.0134558718,0.0904601520,0.4356585664
S53,Lactobacillus,0.0000142790,0.0001821323,0.0000961587,0.4537625896
S54,Fusobacterium,0.0205981968,0.0000002050,0.0137321995,0.4052773858
S54,Porphyromonas,0.0019972505,0.0000105317,0.0013563734,0.1684590751
S54,Prevotella,0.2101445423,0.0000211531,0.1243194960,0.7284295087
S54,Streptococcus,0.2718052469,0.0000019202,0.1409369785,0.5678390897
S54,Lactobacillus,0.0001840029,0.0000012160,0.0000948385,0.4531602419
S55,Fusobacterium,0.0323156080,0.0000022649,0.0215444936,0.4714060229
S55,Porphyromonas,0.0326106952,0.0000015605,0.0220916195,0.4112462340
S55,Prevotella,0.2175157658,0.0007149956,0.1289633385,0.7395795107
S55,Streptococcus,0.2490148913,0.0777643875,0.1665609450,0.6422911960
S55,Lactobacillus,0.0000153163,0.0004599311,0.0002322015,0.5273312632
S56,Fusobacterium,0.0259483724,0.0000035600,0.0173001016,0.4534804553
S56,Porphyromonas,0.0377395107,0.0000039413,0.0255667464,0.4339055655
S56,Prevotella,0.1527041462,0.0000035754,0.0903334905,0.5166312909
S56,Streptococcus,0.2796964601,0.0043348826,0.1471149599,0.5918108353
S56,Lactobacillus,0.0001986090,0.0000585412,0.0001302833,0.4693332448
S57,Fusobacterium,0.0430490748,0.0000034342,0.0287005280,0.5798377151
S57,Porphyromonas,0.1276211988,0.0000142222,0.0864576580,0.7036211065
S57,Prevotella,0.0662872652,0.0028379654,0.0403713540,0.2611363122
S57,Streptococcus,0.3018192461,0.0014266326,0.1571857655,0.6090785652
S57,Lactobacillus,0.0000042773,0.0000334168,0.0000184917,0.3437770436
S58,Fusobacterium,0.0559174579,0.0000011293,0.0372786817,0.6863634687
S58,Porphyromonas,0.1636505957,0.0000053407,0.1108618038,0.7776369716
S58,Prevotella,0.1408214463,0.0004774019,0.0834978225,0.5110554047
S58,Streptococcus,0.1149763119,0.0030666816,0.0610938973,0.3688091457
S58,Lactobacillus,0.0000005457,0.0000008922,0.0000007147,0.3160668067
S59,Fusobacterium,0.0469821461,0.0012144485,0.0317262469,0.6190843257
S59,Porphyromonas,0.1039188207,0.0005518610,0.0705746401,0.6438467335
S59,Prevotella,0.0554064485,0.1171832991,0.0806392466,0.5087236511
S59,Streptococcus,0.3089594212,0.0510608410,0.1847860307,0.6876708986
S59,Lactobacillus,0.0000033880,0.0000843003,0.0000428575,0.3743395087
S60,Fusobacterium,0.0252509296,0.0002835320,0.0169284637,0.4520471560
S60,Porphyromonas,0.0167336662,0.0003147270,0.0114372342,0.3473548857
S60,Prevotella,0.1026338502,0.0002960455,0.0608339018,0.4285623228
S60,Streptococcus,0.4227879075,0.0017823631,0.2200815343,0.7469651586
S60,Lactobacillus,0.0008513036,0.0003589966,0.0006111538,0.6350357920
S61,Fusobacterium,0.0464115034,0.0001016423,0.0309748831,0.6132098179
S61,Porphyromonas,0.0662959882,0.0003674653,0.0450287227,0.5150827301
S61,Prevotella,0.1386517332,0.0004374548,0.0821980138,0.5099951447
S61,Streptococcus,0.2304001591,0.0001130924,0.1195212011,0.5345554580
S61,Lactobacillus,0.0000146461,0.0000008910,0.0000079363,0.3320777572
S62,Fusobacterium,0.0412948574,0.0007731816,0.0277876321,0.5600186561
S62,Porphyromonas,0.0278754082,0.0007070954,0.0191114363,0.4018326736
S62,Prevotella,0.0456421896,0.0008632818,0.0273522131,0.1595478673
S62,Streptococcus,0.3967122720,0.0000956985,0.2057487366,0.7232654867
S62,Lactobacillus,0.0003848089,0.0000621476,0.0002274132,0.5253819718
S63,Fusobacterium,0.0381169883,0.0000050224,0.0254129997,0.5479279137
S63,Porphyromonas,0.0538597102,0.0000114947,0.0364893181,0.4613546781
S63,Prevotella,0.2812451849,0.0000519433,0.1663916073,0.8285704410
S63,Streptococcus,0.0839797623,0.0000872890,0.0435870900,0.2421614572
S63,Lactobacillus,0.0000014491,0.0000000730,0.0000007778,0.3162066292
S64,Fusobacterium,0.0594111677,0.0000840668,0.0396354674,0.7053357055
S64,Porphyromonas,0.1944466511,0.0001892175,0.1317829628,0.8554294100
S64,Prevotella,0.0259778813,0.0003516111,0.0155108132,0.1173079898
S64,Streptococcus,0.2273857571,0.0828063488,0.1577734494,0.6107273010
S64,Lactobacillus,0.0000959561,0.0003292070,0.0002097370,0.5181862206
S65,Fusobacterium,0.0923094338,0.0001168204,0.0615785627,0.8570117154
S65,Porphyromonas,0.0473062480,0.0001728267,0.0321019185,0.4486069766
S65,Prevotella,0.0753146141,0.0003168776,0.0446817358,0.2961188392
S65,Streptococcus,0.2561203008,0.0093683478,0.1373138049,0.5616219320
S65,Lactobacillus,0.0002577775,0.0000562635,0.0001594780,0.4982091240
S66,Fusobacterium,0.0334093416,0.0003299993,0.0223828942,0.4779732439
S66,Porphyromonas,0.0183225110,0.0001994110,0.0124763497,0.3536507317
S66,Prevotella,0.3318277075,0.0011001596,0.1967418076,0.9723000000
S66,Streptococcus,0.0864078204,0.0001161628,0.0448599853,0.2516374221
S66,Lactobacillus,0.0000063136,0.0000011276,0.0000037838,0.3228713160
S67,Fusobacterium,0.0382529140,0.0000101401,0.0255053227,0.5483979880
S67,Porphyromonas,0.0372156986,0.0000307242,0.0252205456,0.4331432655
S67,Prevotella,0.2036528969,0.0021551232,0.1213509894,0.7243022057
S67,Streptococcus,0.2840158242,0.0058768423,0.1500970551,0.5986324733
S67,Lactobacillus,0.0000181133,0.0001280275,0.0000717300,0.3897298738
S68,Fusobacterium,0.0226316178,0.0000000198,0.0150877518,0.4107464338
S68,Porphyromonas,0.0172676023,0.0000001558,0.0116974583,0.3489315447
S68,Prevotella,0.2605089799,0.0000000703,0.1541039323,0.8121356901
S68,Streptococcus,0.1386641720,0.0000110979,0.0719052845,0.3938781127
S68,Lactobacillus,0.0000352026,0.0000001599,0.0000181086,0.3434004103
S69,Fusobacterium,0.0206402800,0.0013511670,0.0142105757,0.4072074199
S69,Porphyromonas,0.0165833533,0.0000122633,0.0112378404,0.3461467886
S69,Prevotella,0.1680211610,0.0005321313,0.0996101489,0.5639070562
S69,Streptococcus,0.0633825337,0.0066261157,0.0360553695,0.2049955269
S69,Lactobacillus,0.0000013070,0.0000011402,0.0000012256,0.3171995065
S70,Fusobacterium,0.0555377575,0.0007044817,0.0372599989,0.6861716112
S70,Porphyromonas,0.0704261956,0.0000829044,0.0477348113,0.5232007499
S70,Prevotella,0.1274086778,0.0013518208,0.0759206658,0.5048746827
S70,Streptococcus,0.2824901715,0.0399463563,0.1657098160,0.6406401984
S70,Lactobacillus,0.0001698887,0.0010797787,0.0006137375,0.6353504738
S71,Fusobacterium,0.0542331662,0.0000759186,0.0361807503,0.6742278880
S71,Porphyromonas,0.0610356090,0.0001041635,0.0413803040,0.5051437015
S71,Prevotella,0.1360307877,0.0025480333,0.0815096627,0.5094336535
S71,Streptococcus,0.2330185127,0.0150676932,0.1280792292,0.5527630980
S71,Lactobacillus,0.0000052043,0.0000096682,0.0000073818,0.3308483586
S72,Fusobacterium,0.0266531719,0.0013160542,0.0182074660,0.4569798964
S72,Porphyromonas,0.0182354124,0.0007991980,0.0126108271,0.3546127644
S72,Prevotella,0.0725610501,0.0020939880,0.0437787290,0.2820962253
S72,Streptococcus,0.3812946838,0.0021647382,0.1987506359,0.7142112865
S72,Lactobacillus,0.0000963920,0.0000557089,0.0000765466,0.3923569615
S73,Fusobacterium,0.0217037607,0.0000100407,0.0144725207,0.4082642510
S73,Porphyromonas,0.0280470067,0.0000204010,0.0190061662,0.4015257443
