sample_id,node_name,src,dst,abundance,function_score,edge_weight
Z023,Prevotella,Prevotella,Streptococcus,0.0933,0.52,0.3923
Z023,Streptococcus,Streptococcus,Lactobacillus,0.1155,0.4998,0.3994
Z023,Lactobacillus,Lactobacillus,Fusobacterium,0.088,0.4363,0.4216
Z024,Fusobacterium,Fusobacterium,Porphyromonas,0.1209,0.5862,0.4893
Z024,Porphyromonas,Porphyromonas,Prevotella,0.1267,0.5242,0.4709
Z024,Prevotella,Prevotella,Streptococcus,0.102,0.5158,0.3725
Z024,Streptococcus,Streptococcus,Lactobacillus,0.1119,0.5436,0.4053
Z024,Lactobacillus,Lactobacillus,Fusobacterium,0.1064,0.505,0.3838
Z025,Fusobacterium,Fusobacterium,Porphyromonas,0.1403,0.5998,0.5229
Z025,Porphyromonas,Porphyromonas,Prevotella,0.1295,0.5593,0.5122
Z025,Prevotella,Prevotella,Streptococcus,0.1117,0.528,0.4269
Z025,Streptococcus,Streptococcus,Lactobacillus,0.1365,0.4838,0.4341
Z025,Lactobacillus,Lactobacillus,Fusobacterium,0.0906,0.4326,0.477
Z026,Fusobacterium,Fusobacterium,Porphyromonas,0.1162,0.5839,0.4366
Z026,Porphyromonas,Porphyromonas,Prevotella,0.1184,0.5131,0.448
Z026,Prevotella,Prevotella,Streptococcus,0.0949,0.5299,0.3985
Z026,Streptococcus,Streptococcus,Lactobacillus,0.1209,0.4857,0.3803
Z026,Lactobacillus,Lactobacillus,Fusobacterium,0.1007,0.4787,0.375
Z027,Fusobacterium,Fusobacterium,Porphyromonas,0.0909,0.4079,0.3144
Z027,Porphyromonas,Porphyromonas,Prevotella,0.0642,0.3817,0.2787
Z027,Prevotella,Prevotella,Streptococcus,0.0876,0.4618,0.2848
Z027,Streptococcus,Streptococcus,Lactobacillus,0.1483,0.5917,0.215
Z027,Lactobacillus,Lactobacillus,Fusobacterium,0.1342,0.5249,0.2481
Z028,Fusobacterium,Fusobacterium,Porphyromonas,0.1367,0.611,0.5064
Z028,Porphyromonas,Porphyromonas,Prevotella,0.1396,0.584,0.536
Z028,Prevotella,Prevotella,Streptococcus,0.1011,0.5261,0.4435
Z028,Streptococcus,Streptococcus,Lactobacillus,0.1076,0.5097,0.4426
Z028,Lactobacillus,Lactobacillus,Fusobacterium,0.0954,0.4208,0.4094
Z029,Fusobacterium,Fusobacterium,Porphyromonas,0.1162,0.5561,0.4818
Z029,Porphyromonas,Porphyromonas,Prevotella,0.1049,0.5407,0.482
Z029,Prevotella,Prevotella,Streptococcus,0.0947,0.4944,0.4353
Z029,Streptococcus,Streptococcus,Lactobacillus,0.1309,0.495,0.4468
Z029,Lactobacillus,Lactobacillus,Fusobacterium,0.1077,0.479,0.3833
Z030,Fusobacterium,Fusobacterium,Porphyromonas,0.0955,0.4681,0.3733
Z030,Porphyromonas,Porphyromonas,Prevotella,0.0934,0.448,0.3749
Z030,Prevotella,Prevotella,Streptococcus,0.0804,0.5004,0.3362
Z030,Streptococcus,Streptococcus,Lactobacillus,0.1298,0.5457,0.3114
Z030,Lactobacillus,Lactobacillus,Fusobacterium,0.1143,0.5065,0.3336
Z031,Fusobacterium,Fusobacterium,Porphyromonas,0.1099,0.5502,0.4961
Z031,Porphyromonas,Porphyromonas,Prevotella,0.1174,0.5066,0.4212
Z031,Prevotella,Prevotella,Streptococcus,0.1043,0.4926,0.3804
Z031,Streptococcus,Streptococcus,Lactobacillus,0.1346,0.4941,0.4051
Z031,Lactobacillus,Lactobacillus,Fusobacterium,0.1002,0.4933,0.347
Z032,Fusobacterium,Fusobacterium,Porphyromonas,0.0879,0.5005,0.359
Z032,Porphyromonas,Porphyromonas,Prevotella,0.0964,0.4491,0.3591
Z032,Prevotella,Prevotella,Streptococcus,0.108,0.4573,0.3384
Z032,Streptococcus,Streptococcus,Lactobacillus,0.1346,0.5314,0.3222
Z032,Lactobacillus,Lactobacillus,Fusobacterium,0.103,0.5334,0.3217
Z033,Fusobacterium,Fusobacterium,Porphyromonas,0.1217,0.5862,0.5
Z033,Porphyromonas,Porphyromonas,Prevotella,0.1345,0.529,0.4577
Z033,Prevotella,Prevotella,Streptococcus,0.1057,0.5059,0.4313
Z033,Streptococcus,Streptococcus,Lactobacillus,0.132,0.5409,0.4323
Z033,Lactobacillus,Lactobacillus,Fusobacterium,0.0945,0.4694,0.3809
Z034,Fusobacterium,Fusobacterium,Porphyromonas,0.0755,0.457,0.2925
Z034,Porphyromonas,Porphyromonas,Prevotella,0.0816,0.4287,0.344
Z034,Prevotella,Prevotella,Streptococcus,0.0848,0.4578,0.2627
Z034,Streptococcus,Streptococcus,Lactobacillus,0.1366,0.537,0.278
Z034,Lactobacillus,Lactobacillus,Fusobacterium,0.1294,0.5306,0.273
Z035,Fusobacterium,Fusobacterium,Porphyromonas,0.1227,0.5351,0.4263
Z035,Porphyromonas,Porphyromonas,Prevotella,0.1044,0.5234,0.4316
Z035,Prevotella,Prevotella,Streptococcus,0.0947,0.5182,0.4136
Z035,Streptococcus,Streptococcus,Lactobacillus,0.1236,0.5427,0.3575
Z035,Lactobacillus,Lactobacillus,Fusobacterium,0.1076,0.465,0.3923
Z036,Fusobacterium,Fusobacterium,Porphyromonas,0.1051,0.5213,0.3834
Z036,Porphyromonas,Porphyromonas,Prevotella,0.0985,0.4061,0.374
Z036,Prevotella,Prevotella,Streptococcus,0.0941,0.4655,0.2902
Z036,Streptococcus,Streptococcus,Lactobacillus,0.1341,0.5235,0.2821
Z036,Lactobacillus,Lactobacillus,Fusobacterium,0.117,0.4912,0.3429
Z037,Fusobacterium,Fusobacterium,Porphyromonas,0.1063,0.5465,0.4597
Z037,Porphyromonas,Porphyromonas,Prevotella,0.1174,0.4806,0.4185
Z037,Prevotella,Prevotella,Streptococcus,0.1022,0.4884,0.356
Z037,Streptococcus,Streptococcus,Lactobacillus,0.1304,0.5018,0.3424
Z037,Lactobacillus,Lactobacillus,Fusobacterium,0.1019,0.4458,0.3684
Z038,Fusobacterium,Fusobacterium,Porphyromonas,0.0947,0.504,0.4055
Z038,Porphyromonas,Porphyromonas,Prevotella,0.094,0.484,0.3959
Z038,Prevotella,Prevotella,Streptococcus,0.079,0.4778,0.344
Z038,Streptococcus,Streptococcus,Lactobacillus,0.1414,0.5352,0.3267
Z038,Lactobacillus,Lactobacillus,Fusobacterium,0.109,0.5027,0.3419
Z039,Fusobacterium,Fusobacterium,Porphyromonas,0.1579,0.6801,0.5861
Z039,Porphyromonas,Porphyromonas,Prevotella,0.1492,0.6072,0.6137
Z039,Prevotella,Prevotella,Streptococcus,0.1135,0.5382,0.4905
Z039,Streptococcus,Streptococcus,Lactobacillus,0.1129,0.4416,0.5064
Z039,Lactobacillus,Lactobacillus,Fusobacterium,0.0696,0.4362,0.4935
Z040,Fusobacterium,Fusobacterium,Porphyromonas,0.1249,0.5716,0.4769
Z040,Porphyromonas,Porphyromonas,Prevotella,0.1247,0.5238,0.4604
Z040,Prevotella,Prevotella,Streptococcus,0.0976,0.4762,0.3975
Z040,Streptococcus,Streptococcus,Lactobacillus,0.1223,0.4623,0.4105
Z040,Lactobacillus,Lactobacillus,Fusobacterium,0.0955,0.4827,0.41
Z041,Fusobacterium,Fusobacterium,Porphyromonas,0.0978,0.4902,0.3552
Z041,Porphyromonas,Porphyromonas,Prevotella,0.0931,0.4838,0.3635
Z041,Prevotella,Prevotella,Streptococcus,0.0812,0.4797,0.3143
Z041,Streptococcus,Streptococcus,Lactobacillus,0.1323,0.5159,0.3098
Z041,Lactobacillus,Lactobacillus,Fusobacterium,0.1176,0.4734,0.3051
Z042,Fusobacterium,Fusobacterium,Porphyromonas,0.0884,0.4417,0.3499
Z042,Porphyromonas,Porphyromonas,Prevotella,0.0756,0.4574,0.3432
Z042,Prevotella,Prevotella,Streptococcus,0.0903,0.4751,0.269
Z042,Streptococcus,Streptococcus,Lactobacillus,0.1427,0.541,0.2416
Z042,Lactobacillus,Lactobacillus,Fusobacterium,0.1254,0.5233,0.3125
Z043,Fusobacterium,Fusobacterium,Porphyromonas,0.126,0.5638,0.4586
Z043,Porphyromonas,Porphyromonas,Prevotella,0.1183,0.499,0.4562
Z043,Prevotella,Prevotella,Streptococcus,0.0903,0.521,0.4003
Z043,Streptococcus,Streptococcus,Lactobacillus,0.1348,0.5079,0.3717
Z043,Lactobacillus,Lactobacillus,Fusobacterium,0.0956,0.4571,0.4136
Z044,Fusobacterium,Fusobacterium,Porphyromonas,0.1423,0.6609,0.5317
Z044,Porphyromonas,Porphyromonas,Prevotella,0.139,0.5941,0.52
Z044,Prevotella,Prevotella,Streptococcus,0.1191,0.5592,0.5026
Z044,Streptococcus,Streptococcus,Lactobacillus,0.1219,0.4718,0.4558
Z044,Lactobacillus,Lactobacillus,Fusobacterium,0.094,0.422,0.4931
Z045,Fusobacterium,Fusobacterium,Porphyromonas,0.0588,0.4015,0.3114
Z045,Porphyromonas,Porphyromonas,Prevotella,0.0768,0.4093,0.2853
Z045,Prevotella,Prevotella,Streptococcus,0.0909,0.4445,0.2654
Z045,Streptococcus,Streptococcus,Lactobacillus,0.1377,0.5649,0.2605
Z045,Lactobacillus,Lactobacillus,Fusobacterium,0.1219,0.5466,0.2268
Z046,Fusobacterium,Fusobacterium,Porphyromonas,0.13,0.5932,0.5083
Z046,Porphyromonas,Porphyromonas,Prevotella,0.1021,0.5358,0.4943
Z046,Prevotella,Prevotella,Streptococcus,0.099,0.5295,0.4044
Z046,Streptococcus,Streptococcus,Lactobacillus,0.1209,0.5016,0.4549
Z046,Lactobacillus,Lactobacillus,Fusobacterium,0.0989,0.4777,0.436
Z047,Fusobacterium,Fusobacterium,Porphyromonas,0.1481,0.623,0.5319
Z047,Porphyromonas,Porphyromonas,Prevotella,0.135,0.5512,0.5261
Z047,Prevotella,Prevotella,Streptococcus,0.1073,0.5325,0.499
Z047,Streptococcus,Streptococcus,Lactobacillus,0.1132,0.5123,0.4629
Z047,Lactobacillus,Lactobacillus,Fusobacterium,0.0997,0.4268,0.4642
Z048,Fusobacterium,Fusobacterium,Porphyromonas,0.1293,0.569,0.4279
Z048,Porphyromonas,Porphyromonas,Prevotella,0.1137,0.5292,0.4463
Z048,Prevotella,Prevotella,Streptococcus,0.0817,0.5323,0.3816
Z048,Streptococcus,Streptococcus,Lactobacillus,0.1193,0.5183,0.4158
Z048,Lactobacillus,Lactobacillus,Fusobacterium,0.1018,0.4272,0.4039
Z049,Fusobacterium,Fusobacterium,Porphyromonas,0.1378,0.6003,0.5008
Z049,Porphyromonas,Porphyromonas,Prevotella,0.1374,0.5247,0.5229
Z049,Prevotella,Prevotella,Streptococcus,0.1075,0.5397,0.4312
Z049,Streptococcus,Streptococcus,Lactobacillus,0.1165,0.4838,0.4379
Z049,Lactobacillus,Lactobacillus,Fusobacterium,0.0923,0.4546,0.4525
Z050,Fusobacterium,Fusobacterium,Porphyromonas,0.1127,0.5665,0.3888
Z050,Porphyromonas,Porphyromonas,Prevotella,0.125,0.4637,0.3987
Z050,Prevotella,Prevotella,Streptococcus,0.1079,0.4749,0.3983
Z050,Streptococcus,Streptococcus,Lactobacillus,0.1295,0.4899,0.3761
Z050,Lactobacillus,Lactobacillus,Fusobacterium,0.0929,0.4943,0.3952
Z051,Fusobacterium,Fusobacterium,Porphyromonas,0.1506,0.6312,0.5778
Z051,Porphyromonas,Porphyromonas,Prevotella,0.1416,0.6199,0.5472
Z051,Prevotella,Prevotella,Streptococcus,0.1013,0.5629,0.5142
Z051,Streptococcus,Streptococcus,Lactobacillus,0.1162,0.471,0.5421
Z051,Lactobacillus,Lactobacillus,Fusobacterium,0.0961,0.4412,0.4953
Z052,Fusobacterium,Fusobacterium,Porphyromonas,0.1193,0.5722,0.4582
Z052,Porphyromonas,Porphyromonas,Prevotella,0.1016,0.5251,0.4748
Z052,Prevotella,Prevotella,Streptococcus,0.0768,0.4966,0.4131
Z052,Streptococcus,Streptococcus,Lactobacillus,0.1342,0.5218,0.412
Z052,Lactobacillus,Lactobacillus,Fusobacterium,0.1105,0.4704,0.4143
Z053,Fusobacterium,Fusobacterium,Porphyromonas,0.1343,0.612,0.5701
Z053,Porphyromonas,Porphyromonas,Prevotella,0.1332,0.5747,0.5072
Z053,Prevotella,Prevotella,Streptococcus,0.0993,0.5573,0.4541
Z053,Streptococcus,Streptococcus,Lactobacillus,0.1137,0.4926,0.4681
Z053,Lactobacillus,Lactobacillus,Fusobacterium,0.0779,0.4586,0.4446
Z054,Fusobacterium,Fusobacterium,Porphyromonas,0.113,0.5426,0.4724
Z054,Porphyromonas,Porphyromonas,Prevotella,0.119,0.5345,0.4331
Z054,Prevotella,Prevotella,Streptococcus,0.0938,0.4676,0.4105
Z054,Streptococcus,Streptococcus,Lactobacillus,0.1399,0.5467,0.3968
Z054,Lactobacillus,Lactobacillus,Fusobacterium,0.0901,0.4853,0.4045
Z055,Fusobacterium,Fusobacterium,Porphyromonas,0.1206,0.5374,0.435
Z055,Porphyromonas,Porphyromonas,Prevotella,0.1077,0.5328,0.429
Z055,Prevotella,Prevotella,Streptococcus,0.0931,0.4934,0.4036
Z055,Streptococcus,Streptococcus,Lactobacillus,0.1163,0.5047,0.3814
Z055,Lactobacillus,Lactobacillus,Fusobacterium,0.1071,0.4485,0.3818
Z056,Fusobacterium,Fusobacterium,Porphyromonas,0.1227,0.538,0.4299
Z056,Porphyromonas,Porphyromonas,Prevotella,0.1081,0.5187,0.4447
Z056,Prevotella,Prevotella,Streptococcus,0.1065,0.5355,0.3959
Z056,Streptococcus,Streptococcus,Lactobacillus,0.1303,0.4879,0.4436
Z056,Lactobacillus,Lactobacillus,Fusobacterium,0.1081,0.4716,0.3827
Z057,Fusobacterium,Fusobacterium,Porphyromonas,0.1112,0.4458,0.3807
Z057,Porphyromonas,Porphyromonas,Prevotella,0.0972,0.4365,0.3944
Z057,Prevotella,Prevotella,Streptococcus,0.1034,0.4982,0.3507
Z057,Streptococcus,Streptococcus,Lactobacillus,0.1467,0.5216,0.2965
Z057,Lactobacillus,Lactobacillus,Fusobacterium,0.1301,0.4567,0.2971
Z058,Fusobacterium,Fusobacterium,Porphyromonas,0.1601,0.6398,0.5669
Z058,Porphyromonas,Porphyromonas,Prevotella,0.1339,0.574,0.5601
Z058,Prevotella,Prevotella,Streptococcus,0.1186,0.5531,0.4749
Z058,Streptococcus,Streptococcus,Lactobacillus,0.1118,0.477,0.4963
Z058,Lactobacillus,Lactobacillus,Fusobacterium,0.0826,0.4593,0.4681
Z059,Fusobacterium,Fusobacterium,Porphyromonas,0.1386,0.603,0.5212
Z059,Porphyromonas,Porphyromonas,Prevotella,0.1327,0.5475,0.4797
Z059,Prevotella,Prevotella,Streptococcus,0.1,0.5615,0.433
Z059,Streptococcus,Streptococcus,Lactobacillus,0.1148,0.5176,0.4241
Z059,Lactobacillus,Lactobacillus,Fusobacterium,0.0863,0.4464,0.4583
Z060,Fusobacterium,Fusobacterium,Porphyromonas,0.1507,0.6201,0.5193
Z060,Porphyromonas,Porphyromonas,Prevotella,0.1217,0.5687,0.5137
Z060,Prevotella,Prevotella,Streptococcus,0.1116,0.4795,0.4333
Z060,Streptococcus,Streptococcus,Lactobacillus,0.123,0.4952,0.4277
Z060,Lactobacillus,Lactobacillus,Fusobacterium,0.0887,0.4356,0.4592
Z061,Fusobacterium,Fusobacterium,Porphyromonas,0.1437,0.6273,0.5584
Z061,Porphyromonas,Porphyromonas,Prevotella,0.1088,0.6045,0.554
Z061,Prevotella,Prevotella,Streptococcus,0.1071,0.5167,0.4899
Z061,Streptococcus,Streptococcus,Lactobacillus,0.1157,0.5053,0.4736
Z061,Lactobacillus,Lactobacillus,Fusobacterium,0.0925,0.4822,0.4769
Z062,Fusobacterium,Fusobacterium,Porphyromonas,0.1074,0.5663,0.4477
Z062,Porphyromonas,Porphyromonas,Prevotella,0.1096,0.489,0.4496
Z062,Prevotella,Prevotella,Streptococcus,0.0935,0.5259,0.3574
Z062,Streptococcus,Streptococcus,Lactobacillus,0.1325,0.5052,0.3531
Z062,Lactobacillus,Lactobacillus,Fusobacterium,0.0986,0.5002,0.3959
Z063,Fusobacterium,Fusobacterium,Porphyromonas,0.1135,0.5448,0.4117
Z063,Porphyromonas,Porphyromonas,Prevotella,0.1063,0.4889,0.4536
Z063,Prevotella,Prevotella,Streptococcus,0.0916,0.5061,0.3472
Z063,Streptococcus,Streptococcus,Lactobacillus,0.1303,0.5014,0.403
Z063,Lactobacillus,Lactobacillus,Fusobacterium,0.1133,0.4761,0.3712
Z064,Fusobacterium,Fusobacterium,Porphyromonas,0.1527,0.6352,0.5097
Z064,Porphyromonas,Porphyromonas,Prevotella,0.1505,0.6075,0.5229
Z064,Prevotella,Prevotella,Streptococcus,0.1079,0.523,0.4866
Z064,Streptococcus,Streptococcus,Lactobacillus,0.1138,0.4921,0.4928
Z064,Lactobacillus,Lactobacillus,Fusobacterium,0.094,0.4373,0.5134
Z065,Fusobacterium,Fusobacterium,Porphyromonas,0.1799,0.6797,0.6079
Z065,Porphyromonas,Porphyromonas,Prevotella,0.1405,0.629,0.5843
Z065,Prevotella,Prevotella,Streptococcus,0.1178,0.5482,0.5623
Z065,Streptococcus,Streptococcus,Lactobacillus,0.1175,0.4852,0.5227
Z065,Lactobacillus,Lactobacillus,Fusobacterium,0.0692,0.4367,0.5552
Z066,Fusobacterium,Fusobacterium,Porphyromonas,0.1471,0.6054,0.5115
Z066,Porphyromonas,Porphyromonas,Prevotella,0.1184,0.5514,0.5069
Z066,Prevotella,Prevotella,Streptococcus,0.1165,0.5431,0.4583
Z066,Streptococcus,Streptococcus,Lactobacillus,0.1135,0.4619,0.4756
Z066,Lactobacillus,Lactobacillus,Fusobacterium,0.0876,0.4497,0.4669
Z067,Fusobacterium,Fusobacterium,Porphyromonas,0.1408,0.5899,0.5469
Z067,Porphyromonas,Porphyromonas,Prevotella,0.1294,0.6054,0.5152
Z067,Prevotella,Prevotella,Streptococcus,0.1125,0.5335,0.4678
Z067,Streptococcus,Streptococcus,Lactobacillus,0.1059,0.4809,0.4626
Z067,Lactobacillus,Lactobacillus,Fusobacterium,0.0936,0.452,0.4499
Z068,Fusobacterium,Fusobacterium,Porphyromonas,0.0953,0.4723,0.4239
Z068,Porphyromonas,Porphyromonas,Prevotella,0.0827,0.4384,0.4004
Z068,Prevotella,Prevotella,Streptococcus,0.0917,0.4718,0.3099
Z068,Streptococcus,Streptococcus,Lactobacillus,0.1339,0.4983,0.3432
Z068,Lactobacillus,Lactobacillus,Fusobacterium,0.105,0.5059,0.3238
